GENE_SYMBOL	ID_REF	GSM32828	GSM32829
Ccdc94	104502_f_at	748.9	1017.9
Pkn2	104503_at	1490.3	1094
Scn8a	104504_at	91.9	45
Nr1i3	104506_at	467.7	24.2
Nr1i3	104507_g_at	326.5	274.4
Nckap1l	104508_at	123.3	96.8
Ch25h	104509_at	258.7	336.2
Cacna2d1	104510_at	15.3	43.7
Upk3b	104512_at	246.4	271.5
2410004N09Rik	104513_at	845.4	901.2
Epn1	104514_at	6341.9	5204.6
5730508B09Rik	104515_at	88.8	56.5
Itsn1	104522_at	792.2	778.2
Lrrc8c	104523_at	415.5	310.9
Gltp	104524_at	1989.7	3199.4
Ppm1m	104525_at	436	549.7
Rad51	104527_at	1539.2	2029.4
Caml	104529_at	711.1	875
Prkcd	104531_at	4150.4	2530.1
Tomm34	104532_at	2069.3	1697.3
Pim1	104533_at	1833.9	1439.6
Pgm1	104534_at	282.2	438.1
Yme1l1	104535_at	442.7	376.6
Smad2	104536_at	1309.5	1108.7
Rmnd1	104537_at	251.8	289.1
Csnk2a1	104545_at	695.4	786.2
Dhfr	104547_at	197.5	355
Phlda2	104548_at	118.1	83.9
Aqr	104549_at	1506.7	1362.6
Cul7	104551_at	68.4	59.4
Nr2f6	104554_at	1903.4	1451.7
Myoz1	104555_at	346.6	458.1
Pitpnb	104557_at	2582.8	2524.5
Rcor1	104558_at	1007.7	439.5
Fam195b	104559_at	4408.2	6105.9
Slc25a28	104560_at	936.7	1433.6
Gtf3c5	104561_at	312.1	412.3
5730403M16Rik	104562_at	472.8	796.8
Ap4s1	104565_at	740.5	810.8
Asl	104566_at	377.3	483.6
Mrpl46	104567_at	128.1	192.7
Mll1	104568_at	386.5	347.2
Mll1	104569_at	532.6	322.9
Zcchc6	104572_at	1763.9	1269
Bola2	104573_at	1938.7	1858.7
Cpsf7	104574_at	1779.7	1608.7
Ski	104576_at	3344.7	2650
Mlh1	104577_at	274.9	465.4
Actn1	104578_f_at	11454.7	11067.1
Actn1	104579_r_at	2363	1723.2
Plcd1	104580_at	257.8	302.8
Zdhhc6	104581_at	139	140
Zdhhc6	104582_g_at	682.8	669.1
Zdhhc6	104583_at	941.9	951.6
Srsf1	104586_at	827.8	664.4
C80913	104589_at	1495	1285.2
Mef2c	104590_at	241.9	236.1
Ccdc101	104593_at	93.6	225.5
Stag2	104595_at	842.6	701.1
Gbp2	104597_at	1562.2	984.1
Dusp1	104598_at	2560.2	1911.1
Fip1l1	104600_at	436.5	458.8
Thbd	104601_at	2340	755.7
Wipf1	104602_at	298.3	341.4
Zscan12	104604_at	110.9	144
Adipor2	104605_at	1202.3	920.1
Cd52	104606_at	250.2	219.8
Tm2d1	104608_at	287.7	376.9
Hnrnpul2	104609_at	956.2	1258.7
Pprc1	104610_at	187.4	86
Wdr26	104611_at	1068.8	413
Wdr26	104612_g_at	933.3	559.6
Gpc1	104614_at	10466.8	5619.9
Galt	104616_g_at	906.9	1292
Rbbp9	104618_at	871	558.3
Sphk2	104619_at	541.3	183.2
Tmem68	104620_at	715.4	603.7
March6	104621_at	4404.4	3326.8
Tcea2	104622_at	74.9	58.2
Tle3	104623_at	921.6	1670.6
Sec16a	104624_at	2371.4	2431.4
Dnajb6	104625_at	1183.2	1481.8
Cmtm8	104626_at	267.1	276.9
Cds2	104627_at	546.3	556.8
Man2a1	104628_at	1722.5	1353.1
Asb3	104629_at	905.7	498.6
Acsf3	104631_g_at	17.3	141.5
Dab2	104633_at	1722.2	955.9
Lims1	104634_at	3421.8	2722
Taf1d	104639_i_at	741.6	890.3
Taf1d	104640_f_at	987.2	1083.7
Clec4f	104642_at	38.8	181.9
Wwc1	104643_at	670.2	259.2
Kif4	104644_at	1158.8	1484.6
Klf7	104645_at	136.8	581.4
Ptgs2	104647_at	6228.7	698
Pacs1	104648_at	726.1	681.8
Snx14	104651_at	715.3	940.1
Kcnk2	104652_at	711.4	435.3
Rab8b	104653_at	491.4	133.9
Actl6b	104654_at	145.3	124.8
Tbx2	104655_at	130.6	45.7
Lifr	104659_g_at	139.9	234.8
D730040F13Rik	104661_at	224.6	243.1
Tnfrsf18	104662_at	2.1	47.6
Pip5k1a	104663_at	746.4	967.6
Zfp653	104666_at	38.1	61.7
Irf7	104669_at	784.7	84.8
Dennd4c	104670_at	577.7	441.6
Ampd3	104671_at	1758.7	1800.4
Epha4	104673_at	236.3	298.9
Man1b1	104677_at	1014.6	1282.2
Gas7	104678_at	259.8	378.6
Ramp1	104680_at	61.5	33.5
Diap1	104681_at	1433.4	1081.8
Tuba8	104682_at	991.6	1147.4
Ankrd17	104683_at	895.6	816.3
Grin1	104684_at	338.7	346.2
Grin1	104686_at	156.2	158
Map4k1	104688_at	519.4	431.3
E4f1	104689_at	187.9	144
Polm	104690_at	3404.5	2922.2
Zfp758	104694_at	414.1	499.4
Fam83g	104695_at	126.3	96.1
Rhoj	104697_at	828.8	640.1
Pik3c3	104699_at	362.9	67.9
Bhlhe40	104701_at	885.3	1572.8
Wdr46	104702_at	425.4	426.1
Pex7	104706_at	728.1	570.8
Tbl1x	104708_at	2234.4	2302.1
Sec23a	104709_at	2165.1	3041.3
Bak1	104710_at	1990.8	1705
Vps4a	104711_at	2017.2	2128
Myc	104712_at	1220	1002.6
Prpf38a	104713_at	1622.5	1777
Dock9	104714_at	356.1	437.1
Ubap2	104715_at	4570.7	4449.7
Rbp1	104716_at	23.8	121.6
Zfp644	104717_at	1352.5	1038
Slc12a7	104719_at	794.6	527.9
Ubn1	104720_at	226.9	164.1
Lmbr1l	104722_at	408.2	839.6
Rhoq	104725_at	4217.5	3611
Pros1	104728_at	951.6	1083.8
Mdn1	104730_at	192.8	257.2
Cetn2	104733_at	1829.9	950.6
Dnajc2	104738_at	1331.2	1504.4
Tcta	104739_at	860	287.5
Tada1	104740_at	714.4	889.9
Zdhhc9	104741_at	458.1	451.9
Mgst2	104742_at	1991.7	1123.3
Cdh13	104743_at	465.2	608.5
Tmem55a	104744_at	2081.3	2163.5
Atl2	104745_at	1187.8	1527.3
Fkbp7	104746_at	1607	1864.1
Rnf20	104749_at	1113.1	651.3
Apip	104752_at	1073.2	2089.9
Srsf4	104754_at	453.7	1035.4
Tnip1	104755_at	1946	2506.5
Psmg4	104756_at	2205.7	1747.8
Zw10	104757_at	193.2	64.3
Rpusd4	104758_at	356.1	228.8
1200011I18Rik	104759_at	1024.9	390.3
Ifrd2	104760_at	1018.5	1282.2
Antxr2	104761_at	776.8	360
Med27	104762_r_at	4472.1	5218
Agrn	104763_at	1256.4	134
Gar1	104766_at	3325.2	3483
Mrps18a	104767_f_at	1012.4	1806.9
Stx7	160064_at	1975.5	2050.8
Csrp1	160065_s_at	8787.1	7158.6
Limd1	160066_at	287.8	679.5
Enoph1	160067_at	175.1	260.6
Sap30	160068_at	596.6	480.1
Gmnn	160069_at	1083.7	1739.9
Pnliprp2	160070_at	294.5	159.3
Rpp30	160071_at	689	1218.5
Rfc3	160072_at	632.7	1032.5
Srp54b	160073_i_at	1252	1014.5
Ddc	160074_at	65.8	316.8
Nit1	160075_at	446.7	394.8
Mtx2	160076_at	2510	2984.8
Rai12	160077_at	186.5	271.9
Ppp1r14b	160078_at	4998.7	5148.1
Wac	160079_i_at	1047.4	972.3
Rpl36a	160081_at	8466.8	12813.1
Arf4	160082_s_at	5742.5	5019.8
Odc1	160084_at	1043.5	975.3
Tst	160085_at	419	507.8
Preb	160087_at	86.3	203.2
Lamp1	160089_at	12691.7	13211.1
Aldoa	160090_f_at	22597.4	25354.3
Pgam1	160091_at	10177.4	11071.2
Ifrd1	160092_at	1210.1	1059.4
Arpc4	160094_at	3992	5203.3
Lox	160095_at	9518.6	15016.1
Spop	160096_at	1775.6	2034.6
Nespas	160097_at	236.1	330.5
Faf1	160098_s_at	1539.8	1024.3
Efhd2	160100_at	423.4	329.1
Hmox1	160101_at	6626.5	3686.5
Cct8	160102_at	5147.1	4391.3
March7	160103_at	2646.7	2073.9
Hsd3b7	160104_at	2007.1	217.3
Pigk	160105_r_at	156.5	283.2
Capg	160106_at	6591.8	5877.2
Hprt	160107_at	9108.5	9836.9
Nupr1	160108_at	1670.6	1383.6
Sox4	160109_at	2950	1861.8
Wwp2	160110_at	4680.8	5448.1
Eif1ax	160111_at	1845.6	943.1
Chmp2b	160112_at	357.8	387.4
Brap	160113_at	1526.6	1283.1
Gdi2	160114_at	6248.9	7475.7
LOC100503897	160115_at	1574.1	1108.7
Timp2	160116_at	161	127.7
Tef	160117_at	538.5	1645
Mmp14	160118_at	10205.7	7900.4
Creld2	160119_at	1212.2	2054.9
Galk2	160121_at	9250.5	8035.1
Asrgl1	160122_at	112.7	133.4
Phpt1	160123_at	1428.4	1959.8
Atp6v1c1	160124_r_at	2738	1943.1
Cdkn2aipnl	160125_at	2138.5	2392.1
Mapksp1	160126_at	1608.5	1826
Ccng1	160127_at	1799	898.1
Pccb	160128_at	170.6	191.5
Eef1d	160129_at	9687.5	8337.6
Wdr26	160130_at	1438.2	1891.4
Amotl2	160131_at	2153.6	2372.9
Ltbp3	160133_at	523.9	479.6
Adipor1	160134_at	374.8	340.8
Nit2	160135_at	538.8	525.1
Sec62	160136_r_at	2965.8	3068.5
Mxi1	160138_at	1428.7	1128.1
Hspb8	160139_at	3780.4	3561.3
Tbce	160140_at	664.4	570.2
Srsf1	160141_r_at	242.2	227.5
Sycp3	160143_r_at	17	87.4
Dnajc10	160144_at	4478.8	2955.8
Zg16	160145_at	201.6	264.4
Polr2c	160146_r_at	349.1	356.6
Prmt5	160148_at	41.7	315.2
Rab10	160149_at	4297.8	3519.7
Cnn3	160150_f_at	9795	10829.7
Ergic2	160151_i_at	280.8	160.7
Psmc1	160152_at	3122.1	2955.2
Dnajc7	160153_at	2821.3	3021.7
C86187	160155_at	30	23.4
Fam49b	160156_at	4524.2	1981.6
Mkrn2	160157_at	25.7	158.4
Gpc3	160158_at	209.8	153.7
Ccnb1	160159_at	2147.6	2435.3
Dedd	160160_at	0.6	47.5
Gm16517	160161_at	776.3	774.9
Tagln2	160162_at	11869.9	19463.5
Pdxdc1	160163_at	1117.3	1559.6
Ube2v1	160164_at	7562.4	7881.4
Ube2m	160165_at	3885.7	3556.6
Ola1	160166_r_at	1490.2	818.9
Nup62	160167_at	3215.3	3508
Fbxo3	160168_at	1026.5	1287.4
Plaa	160169_at	1309.7	1043.3
Acot9	160171_f_at	3945.7	4674.2
Xab2	160174_at	714.5	585.6
Ckm	160175_at	291.1	202.5
Nfu1	160176_at	2343.4	2901.6
Smu1	160177_at	4132.1	3664.1
Tmem30a	160179_at	304	161.9
Canx	160180_at	1819.8	1727.4
Syp	160181_at	41.3	77.2
Srsf6	160182_at	3394.6	5148.5
Tmed7	160183_f_at	4817.9	5143.6
Ergic1	160184_at	1731.6	1099.3
Fam118b	160186_at	733.5	582.3
Pafah1b2	160187_at	1554.1	1050.2
Nudt4	160188_at	11191.6	12436.1
Nudt4	160189_at	4204.2	3822.5
Naa40	160191_at	748.5	341.3
Rbmxrt	160192_at	2450.8	2858.7
Ormdl2	160193_at	1001.4	918.7
Gcdh	160194_at	2390.3	2067.2
Nat15	160195_at	1680.7	1458
Smap1	160196_at	735.9	739
Pycrl	160197_at	1331.8	1490.3
Klhl9	160198_at	3512.2	3248.2
Hnrnpc	160199_at	548.2	301.4
3230401D17Rik	160200_at	880.4	574
Slc33a1	160201_r_at	125.4	194.5
Atp6ap2	160202_at	1495.6	1088.8
Dnajc9	160203_at	2750.8	4469
Cenpv	160204_at	1027.5	1775.3
Rnf11	160205_f_at	10684.1	5553.2
Rcc2	160206_at	744.9	269.8
Acly	160207_at	5253.5	5337.5
Sf3b3	160208_at	3148	2731.5
Rnf44	160209_at	1135.2	759.9
Yipf3	160211_at	3865.5	3637.3
Ttc4	160212_at	105.7	178.9
Reg1	160213_at	1150.2	842.9
Lancl2	160214_at	384.5	1498
Aes	160215_at	4371	5761.5
2310001A20Rik	160217_at	547.9	435.6
Fam162a	160218_at	4956.6	6011
Zfp110	160220_at	73.9	42.3
Lgals2	160221_at	659.3	165.8
Letm1	160222_i_at	44.2	47.3
Ttc27	160223_at	232.4	163.5
Gtf2b	160225_at	2957.8	3096.9
Gfm1	160226_at	1066.5	1001.4
Bysl	160227_s_at	1071.8	815.2
Cldnd1	160228_at	484.1	752.5
Cox17	160230_at	7713.9	6027.1
Farsa	160231_at	1730.6	1588
St6galnac4	160232_at	97.4	112.7
Usp1	160234_at	1920.5	2462.9
Tmem147	160235_at	1149.6	1113.1
Ndufa6	160237_at	2354.8	1732.8
Ciapin1	160238_at	95.7	22.8
Psmd6	160239_at	4725.3	4694.5
1110003E01Rik	160240_at	3905.5	3107.8
Adam17	160241_at	177.9	579.1
Flcn	160242_at	1131.4	774.9
Fem1a	160244_at	783.4	1295.2
Zfp740	160245_at	1379.5	1164.5
Tnfaip8	160246_at	2218.9	1534.5
Ube2v2	160247_at	596.7	736.2
Fubp1	160248_at	600.6	1242
Tpd52	160249_at	1388.3	1383.1
160250_at	1392.4	1164.8
Zc3h15	160251_at	2868.9	3867.5
Cltc	160252_at	11812.1	10172.5
Ifitm3	160253_at	34572.9	24435.1
Ahnak	160255_at	8344.2	7570
Tomm7	160256_at	5401.4	4595.9
Fkbp1a	160257_at	10455.1	11155.6
Thoc7	160260_at	121	347.4
Lats2	160261_i_at	2916.2	1230.3
Mtch2	160262_at	5863.5	6970
Ndfip2	160263_r_at	734.8	620.3
Pcp4l1	160264_s_at	300.5	275
Eif5	160265_at	2188	1953.2
Brix1	160266_r_at	4171.1	3707.9
Tmem93	160267_at	1281.7	785.4
Pdcl3	160268_at	3230.8	3215.3
Gfer	160269_at	371.1	910.6
Lman1	160270_at	2539.2	3014.3
0610007C21Rik	160271_at	3332.4	2908.2
Cbx3	160272_at	2152.8	3113.2
Zfp36l2	160273_at	10390.4	10579.7
Sepx1	160275_at	1865.2	2287.7
Stx12	160277_at	3539.6	2969
2810428I15Rik	160278_at	1564.4	2175.2
Dnttip2	160279_at	1827.5	1725.6
Cav1	160280_at	8105.8	6676.7
Lsm14a	160281_at	1471.3	1589.1
Rnf220	160282_at	1234.9	1221.5
Rsl1d1	160283_at	4059.2	3924.8
Ndufa10	160284_at	1310.7	1112.4
Dhx40	160285_at	1185.3	711.5
Dek	160286_at	3214.5	2755.3
Map1lc3b	160287_at	5469.3	4428.3
Map1lc3b	160288_at	7593.8	6965.1
Dlst	160289_s_at	2771.4	2219.4
Ide	160290_at	783.1	1110.8
Sec61a1	160291_at	5815	5454
Wdr61	160293_at	5143.3	4388.2
Snapc2	160294_at	695.8	798.3
Slc25a11	160295_at	4093.2	3736.1
Wsb2	160296_at	1822.2	1617
Ccdc58	160297_at	436.6	518.2
Ccdc80	160298_at	430.4	1025.4
Tff1	160300_at	3990.4	2903.6
Riok3	160301_at	1853.8	2220.8
Jkamp	160302_at	1140.5	597.3
Acad9	160303_at	396.4	157.9
Psmd11	160304_r_at	215.5	407.3
Psmd11	160305_at	3485.1	3119.8
Thrsp	160306_at	41.8	64.1
Pi4k2a	160307_at	1377.6	1195.3
Msn	160308_at	10564.5	9409.9
Tab2	160309_at	2776.9	2562.3
D19Bwg1357e	160310_at	2577.2	2090.3
Plxnb2	160311_at	2889.9	3705
Cmtm6	160312_at	646.7	334
Ythdc1	160313_at	1296.5	860.4
Ppa1	160314_at	2809.7	5226.5
AI503316	160316_at	207.3	246.4
Rab34	160317_at	4196.8	4382.2
Stub1	160318_at	2681.5	4572.9
Sorbs1	160320_at	170.7	330.3
Zfand5	160321_at	4196.3	3987.8
Tmco1	160322_at	2196.7	2162.5
Sra1	160323_at	1822.2	1666.5
Rpa3	160324_at	836.2	2291
Cdv3	160326_at	1453.8	2940.3
Dctn6	160327_at	1182.9	1282.2
Lonp1	160328_at	948.3	518
1110049F12Rik	160329_at	518	676.2
Chordc1	160330_at	2537.6	2565.9
Pdgfra	160332_at	322.1	220.4
1110008F13Rik	160333_at	6927.5	7317.7
Tmem134	160334_at	287.5	573.3
Gclm	160335_at	2176.6	1810
Icmt	160336_at	286.4	489.7
Isyna1	160337_at	96.1	48.3
Ankrd13a	160338_at	933.5	828.8
Pycr2	160339_at	1988.3	2320.8
D8Ertd738e	160340_at	239.9	135.2
Aimp2	160341_at	3046.3	4138
Srp19	160343_at	613.2	821.9
Npc2	160344_at	13080.8	11137
Mrpl34	160345_at	1426.6	1042.6
Dalrd3	160346_at	759	840.2
Ncaph2	160347_at	2841.4	2885.2
Ranbp3	160348_at	2309.5	2825.2
Cndp2	160349_at	945.5	901.2
Gstz1	160350_at	921.2	937.5
Rnpep	160351_at	1519.9	1208.4
Pcbp4	160352_at	733.6	484.8
Mapkapk2	160353_i_at	477.5	260.6
Cmpk1	160356_at	1805	2171.6
Dazl	160357_at	154.3	2.7
Cd34	160358_at	5.1	48.9
1190002H23Rik	160359_at	422	465.3
Sep15	160360_at	13876.1	13715.6
Trappc4	160361_at	2516.1	2084.4
Mat2a	160362_at	1991.6	2709.7
Vps72	160363_at	2129.1	1693.7
Tra2b	160364_at	4219.8	4978.2
Eif2s2	160365_at	888.5	997.6
BC031181	160366_at	3503	2554.7
Pdlim7	160367_at	677.3	836.1
Srsf7	160368_at	215.8	185.6
Dhcr24	160369_at	120.7	609.7
Arl6ip1	160371_at	1340.2	935.6
Stk11	160372_at	548.1	546.9
Sdpr	160373_i_at	2379.2	1397.5
Ptbp2	160374_r_at	93.3	79.5
Trp53inp2	160376_at	3934.1	3583.5
Tardbp	160377_at	1516.5	2127.1
Tmem109	160378_at	770.4	2057
Becn1	160380_at	3363.8	2785.5
Mrpl50	160381_at	1135.5	1316
Rrp7a	160382_at	2672.6	2659.6
Cox7a2l	160383_at	4936.6	5646.3
Bat1a	160384_at	6413.8	9297.5
Gcsh	160385_at	1820.9	2547.9
Clptm1l	160386_at	3784.8	3619.1
Sc4mol	160388_at	2523.7	5048.8
Rps27l	160389_r_at	1638.6	2287.8
Sdf4	160390_at	17.4	74.4
Fads1	160391_at	2894.1	5436
Slc25a44	160392_at	267.9	345.6
Etnk1	160393_at	984.4	425.4
Ttc15	160394_at	746.8	688.7
Nudcd2	160395_at	2798.1	2733.9
Lass2	160396_at	1689.8	1402
Ik	160397_at	951.7	730.8
Nol7	160398_at	471.6	723.3
H2afy	160399_r_at	788	903.3
Ptcd3	160400_at	831.6	661.1
Cnot7	160401_r_at	214.2	106.1
Tceb2	160402_at	15233.9	18332.3
Selk	160403_at	2566.7	2765.3
Dhps	160405_at	398.8	249.4
Ctsk	160406_at	211	51.2
Gpsm1	160408_at	29.3	168.1
Pitpna	160409_at	2751.1	1453.5
Vps16	160410_at	915.6	653.9
1810063B05Rik	160411_at	31.9	121.4
Pdcd2	160412_at	454.7	511.2
Slc38a10	160414_at	2729.4	2987.1
Cldn1	160415_at	73.7	109.7
Fkbp3	160416_at	2786.9	4802.3
Kif5b	160417_at	759.6	649.3
Clcc1	160418_at	29.6	106.8
Ubac2	160419_r_at	78.3	6.7
Ctrb1	160421_r_at	320.5	388.1
Ruvbl2	160422_at	1827.2	1826.1
Mrps2	160423_at	738	886
Fdps	160424_f_at	6037	12382
Mterfd1	160425_at	432.4	394.6
Polr1c	160426_at	2256.8	2489.8
Krr1	160427_at	1276.7	1322.8
Suclg2	160428_at	2459.2	2295.8
Nxt1	160429_at	1805.6	2908.4
Ctnnb1	160430_at	8812	7189.2
Mrpl12	160431_at	2089.1	2958.3
U2af1l4	160432_at	719.2	759.3
3110002H16Rik	160433_at	544.8	608.1
Tmem9b	160434_at	1594.9	1334.8
Cd99l2	160435_at	1065.3	986.8
Txnrd2	160437_at	528	796.7
Cox5a	160438_at	188.9	282.8
Polg	160439_at	70.5	7.2
Smad4	160440_at	1606.3	2171.7
Ceacam11	160441_at	29.4	76.7
Cct2	160442_at	339.2	621.4
Pigx	160444_at	1351.8	939.5
Zbed3	160445_at	968	863.8
U46068	160446_at	37.7	94.8
Hiat1	160447_at	1265.7	1103.7
Pdcd2l	160448_at	1083.2	883
Dr1	160449_at	2110.5	1423.8
Maea	160450_at	4702.1	4184.4
Etf1	160451_at	4487.8	4176.8
Ryk	160453_at	3003.2	4745.3
Ube2z	160454_at	1393.5	1333.6
Zwint	160455_s_at	6035.4	4893.7
Ppih	160456_at	296.6	768.5
Mrfap1	160457_at	8849.2	12223.3
Mcam	160458_at	551.8	417
Hoxd8	160460_at	169.2	276
Tubb6	160461_f_at	10970.4	15387.2
Tubb3	160462_f_at	5236	8781
Ppp1r15a	160463_at	124.4	66.7
Ndrg1	160464_s_at	2744.9	3017.5
Mettl7a1	160465_at	673.9	552.1
Rae1	160466_at	1704.3	2306.8
Mtpn	160468_at	9052.6	5631.9
Thbs1	160469_at	11511.7	8726.4
Mrps5	160470_at	216.6	315.7
Slbp	160471_at	1479.7	1946.2
Tmeff1	160472_r_at	152.8	254.7
Rpp14	160474_at	306.8	134.7
Yipf4	160475_at	3084.2	3538.4
Rpl18	160476_f_at	17644.8	21149.3
160477_at	440.6	880.3
Cat	160479_at	1303.6	651.2
Ptprs	160480_at	4064.8	4265.2
Acaa1a	160482_at	2260.2	2320.9
Tcf4	160483_at	677.4	570.8
Rtn4	160484_at	10838.1	9296.8
Ywhae	160485_r_at	2453.1	1812.5
Ccdc28b	160486_at	81.1	24.1
Myl4	160487_at	22.6	140.3
Tnfaip2	160489_at	2227.5	1425
Def8	160490_at	2879.5	3579.9
Ube2f	160491_at	409.3	273.6
Ddx18	160492_at	1348.3	821.7
Cd63	160493_at	17204.5	16330.1
Endog	160494_at	166.4	336.6
Ahr	160495_at	904.3	1364.1
Mcm3	160496_s_at	4234.2	5046.1
Tmem179b	160497_at	1272.9	1163.2
Ldb1	160498_at	1016.7	1379
Hsp90b1	160499_at	14905.3	19447
Atp1b1	160500_at	73.4	73.6
Kif20a	160501_at	1614.1	1848.4
Creg1	160502_at	46.6	196.8
Fbl	160503_at	5939.1	5835.2
Rnft1	160507_at	711.3	743.8
Psca	160508_at	38.2	247.2
Chia	160509_at	128.5	106.7
Cxcl12	160511_at	2655.6	3581.7
BC017643	160512_at	1733.6	1533.6
2210016F16Rik	160513_at	59.3	172.5
rp9	160514_at	1482.3	2109.7
Parn	160515_at	932.1	708.1
Gaa	160516_at	2656.2	2535.6
Lmnb1	160517_at	1249.2	1839
Rer1	160518_at	2680.9	2276
Timp3	160519_at	11418.4	9099.2
Yap1	160520_at	2860.2	2787
Ltv1	160521_at	248.4	185
D0H4S114	160522_at	216.9	695.5
Crem	160526_s_at	267.2	152.3
Igfbp7	160527_at	1085.3	1528
Vdac2	160529_r_at	2028	2061.9
Ghitm	160530_at	3041	2118.9
Emg1	160531_at	2842.3	3216.5
Tpm1	160532_at	19586.8	25124.6
Tnp1	160533_r_at	598.8	1078
Psmc5	160534_at	3356.4	2325.8
Nfe2l1	160535_at	4830.1	3435.8
Hras1	160536_at	2093.8	3766
Cdk4	160538_at	8276.7	10234.2
Srsf1	160539_at	2268.8	1758
Bag1	160540_at	1646.6	2592.7
Eif3f	160541_at	230.8	485.6
Cpsf2	160542_at	427.9	517.7
Snx3	160543_at	12744.1	16247.5
Fabp5	160544_at	726.4	2451.8
Ccnd3	160545_at	1005.8	961.1
Txnip	160547_s_at	303	882
Txnip	160548_at	523.3	429.9
Tmem165	160549_at	5600.6	6321.4
Magoh	160550_i_at	4180.8	3984.9
Vdac3	160551_at	7704.4	6260.2
Ap1s1	160552_at	5379.7	5224.3
Ly6d	160553_at	8.8	88.7
Eif3e	160554_at	8895	11384.4
Snrpb	160555_r_at	25568.2	29383.4
Cox16	160556_at	1524.7	1335.9
Tssc4	160557_at	1748.4	2023.2
Akt2	160558_at	1370.2	904.7
Psmb5	160559_at	787.6	598.6
Cct7	160562_at	5901.5	5569.8
Serf2	160563_at	535.5	467.9
Lcn2	160564_at	911.2	24420.2
Prss8	160566_at	33.1	31.9
Gdf9	160567_at	621.6	281.2
Ostc	160569_at	3689.9	5166.4
Idh1	160571_at	6100.7	2000.8
Dhx15	160572_at	706.2	469.9
Hccs	160573_at	1564.6	1387
Dgcr14	160574_at	217.9	241.2
Cggbp1	160575_at	3796	4105.6
Ctdp1	160576_at	683.7	1011.3
Atp9a	160577_at	2096.2	914.7
Pdpk1	160578_at	1347.5	1084.4
Man1a	160579_at	407.4	541.7
Man1a	160580_at	237.4	206.9
Atg16l1	160581_at	442.3	249
Mybpc3	160582_at	645	619.5
160584_at	129	191.3
Rpf2	160585_at	281.1	335.5
Tssc1	160587_at	354.7	275.1
Zfp131	160588_at	739.5	711.2
Ppig	160589_at	262.5	63.8
Comtd1	160590_r_at	450.2	150.6
St7	160591_at	71.8	45
Tmc6	160592_at	834.4	484.7
Snx9	160593_at	6949.6	6870.9
Med11	160596_at	216.7	394.4
D1Ertd622e	160597_at	389.6	188.4
Fam109a	160598_at	10.9	109.5
Rbm26	160600_at	63.3	93
Pde6d	160602_at	1087.3	1876
Med1	160603_at	1401.4	1406.3
Foxc1	160604_at	158.4	252.1
Usp38	160605_s_at	728.8	780.2
Pard3	160607_at	462.1	418.8
Rab20	160608_at	136	573.3
Atp7a	160609_at	529.1	550
Cyp4v3	160611_at	193.4	139
Abcg1	160612_at	634.5	479.5
Tinagl1	160613_at	3278.3	2633.8
Pten	160614_at	2703.1	2486.9
Pias3	160615_at	337.2	624.1
Whsc2	160616_at	1992.2	2343.7
Klf13	160617_at	1506.6	1618.4
Lgals8	160618_at	932.4	344
Bsdc1	160619_at	731.9	959.2
Gt(ROSA)26Sor	160620_at	89	116.9
Mrps22	160621_at	705.4	264.6
Cdkl2	160623_at	235.6	53
Kpna6	160624_at	389.2	401.1
Mettl8	160625_f_at	387	580.7
Myef2	160626_at	2090.2	2643.6
Ddx52	160627_at	548.7	529
Gcat	160628_at	211.3	348
Rgs10	160629_at	1167.9	2656.4
Sms	160630_at	865	438.8
Prkd3	160632_at	539.9	656.3
Thoc4	160633_at	4598.4	2807
Stx18	160635_at	579.4	1225.9
AI413582	160636_at	2452.5	1903.7
Mocs2	160637_at	748.9	1076.6
Cdkn2c	160638_at	2412.5	2347.1
Hpn	160639_at	219.7	353
Pfkfb3	160641_at	184.6	78.2
Tmem5	160642_at	161.6	136.5
Hdac2	160643_at	1931.3	2279.3
Birc3	160645_at	160	23.3
Gsr	160646_at	2391.5	1571.8
Fignl1	160648_at	3241.2	4238.7
Polr3d	160650_at	190.5	125.5
Ctps2	160652_at	2747.8	4126.2
Tomm40	160653_at	1082	1327.4
Nr2c2ap	160654_at	1154.7	765.8
Cpd	160655_at	669.5	909.8
Ilf3	160657_at	1105.8	1101.4
Cdk7	160658_at	384	454.2
Hddc2	160659_at	625.5	458.6
Fam73b	160661_at	729.4	714.5
Gata6	160662_r_at	458.5	669.3
Ddx41	160663_at	232.8	370.5
Frmd8	160664_at	1433.6	2102.1
Actr6	160666_at	367.4	148.6
Evl	160667_at	334.6	330.2
Ogfr	160668_at	4362.5	3102.3
Htatsf1	160669_at	895.8	1398.3
Cln8	160671_at	94.9	243.8
Clp1	160672_at	633.6	274.7
Mios	160673_at	189	48.6
Smarcd2	160675_at	148.6	21.5
Lrrc58	160676_at	5702	5077.1
Gatad2a	160677_at	509	439
Tspan12	160678_at	16.6	138
Kif1c	160679_at	925.3	881.1
Papola	160681_at	993.8	774.8
6430706D22Rik	160682_at	2552.1	4817.7
Slc25a36	160683_at	1203.2	932.4
8430410A17Rik	160684_at	268.6	327.3
Klhl7	160685_at	614.7	376.3
Sltm	160686_at	487.9	548.5
Dbf4	160687_r_at	47.1	115.8
Golph3	160688_at	3670	2569.2
Tradd	160689_r_at	607.6	561.6
Csnk2a1	160690_at	1336.1	1424.8
Pip4k2c	160693_at	567.3	473.1
Ifngr2	160694_at	757.5	569.6
