GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Enoph1	160067_at	175.1	M
Adcyap1	92200_at	32.9	A
Klrd1	93677_at	-111	A
2900010M23Rik	95707_at	5742.6	P
Sqstm1	101995_at	16721.8	P
Atp5d	94279_at	134.6	A
Rnmtl1	161756_at	194.4	A
Slc2a1	93738_at	2042.8	P
Gstm5	161722_f_at	-8.8	A
Il10	100319_at	69.6	A
Ssbp4	162377_f_at	298.7	M
Osbpl5	103311_at	1371	P
Ptch2	96557_at	-114.2	A
Timp2	93507_at	8257.3	P
Trim28	93071_at	7849.8	P
Pknox1	102257_at	-60.3	A
Thop1	104025_at	353.6	P
Cd3d	92683_at	79.4	A
Tcfap2c	92275_at	-322.7	A
Psmb5	101558_s_at	6293.7	P
Parg	160949_at	891.1	P
Ttc35	100400_at	711	P
Pttg1	101026_at	46.3	A
Smad4	160440_at	1606.3	P
Lyst	94736_at	385.6	P
Pgd	161975_r_at	63.7	A
Myh1	98308_at	26.4	A
Adpgk	104326_at	1094.4	P
Flii	97593_f_at	2770.9	P
4931406C07Rik	96091_at	137	A
Tcfap2a	92922_at	1532.7	P
Ifnab	101317_f_at	43.1	A
Hcfc1	100901_at	181.8	M
Rer1	160518_at	2680.9	P
A430104N18Rik	102978_at	-203.7	A
Rpa2	98943_at	232	P
Kera	93387_at	-15.1	A
Cetn3	92788_f_at	3596	P
Tug1	161749_r_at	208.5	A
Camk2a	93659_at	-505.5	A
Gpc1	104614_at	10466.8	P
Pebp1	93124_at	-20.7	A
Apc2	92744_at	345.5	A
Pou6f1	161390_r_at	217.2	A
Cftr	161904_f_at	-66.2	A
Slc25a5	100618_f_at	4761.8	P
Psmb9	93085_at	-168.3	A
Xpo7	95526_at	1311	P
Orc6	95712_at	1580.2	P
Acrv1	92897_at	-92.6	A
Pcolce	93349_at	6919.4	P
Uqcc	103090_at	1400.2	P
Cbx6	162138_s_at	3446.5	P
Slc44a4	96761_at	517.8	P
Zswim7	93138_at	887.6	P
Zwint	99087_at	4871.3	P
Basp1	95674_r_at	13241.8	P
S100a1	95452_i_at	-4.7	A
BC005624	97554_at	1034.4	P
Sepsecs	103786_at	84.8	A
Bin1	92220_s_at	4208.3	P
Lonp2	96890_at	2181	P
Dppa4	92258_at	29	A
C78859	101596_at	269.3	A
Car1	98098_at	-124.7	A
Ucp1	99507_at	-64.7	A
Spdef	104008_at	-256.6	A
Rtn1	94545_at	201.4	A
Ndufb7	95698_at	7250.4	P
Usp19	93463_at	345.4	P
Otub1	94336_at	294.2	A
Gabrg3	100693_at	142	P
Larp1	94260_at	2764	P
Asrgl1	160122_at	112.7	A
Adam22	161039_at	90.9	A
Mapk1	93254_at	6550.9	P
Hs3st1	102410_at	6.1	A
Lama5	99931_at	819.9	P
Cyp2d9	162174_at	-24.4	A
Ebna1bp2	96297_at	1301.6	P
Lamb2	101359_at	600.4	P
Fgf13	99893_at	21.8	A
Pgr	98726_at	280.7	A
Gpd2	98984_f_at	2374.6	P
Psma3	92544_f_at	10184.6	P
Pgcp	93039_at	1379.6	P
Yme1l1	97102_at	223.6	P
Wnt6	103735_at	11.9	A
Usp2	92821_at	197.8	M
Srrt	97273_at	2418.1	P
Neurog1	161069_at	24.1	A
Psma6	96952_at	8977.8	P
H2-DMb1	98035_g_at	409.3	P
Srpk3	92436_at	-524.4	A
Ncoa1	103229_at	51.8	A
Cacna1g	104460_at	-106.7	A
Nnt	99009_at	1963.4	P
Hpca	99944_at	-215.5	A
Per1	93619_at	330.6	A
Gstk1	96670_at	69	A
Lsm2	101083_s_at	1227.5	P
Cfp	101468_at	36.9	A
Mbtd1	94542_at	139.6	A
Cyp2b19	102690_at	-4.9	A
Bcas3	103450_at	300	A
Pus1	103544_at	-1013.5	A
Utp20	104463_at	480.2	P
Lpar1	100435_at	1023.1	P
Nkx3-2	100714_at	42.7	A
Polr1c	161347_r_at	241.8	A
Slc4a7	161573_at	366.6	P
Ythdf3	95395_at	340.3	P
Ccr7	104443_at	0.1	A
Csnk1d	97263_s_at	7149.8	P
Nsdhl	98631_g_at	3697.1	P
Zfp1	92443_i_at	80.1	A
Klra7	97762_f_at	629.4	P
Ogdh	96879_at	1718.9	P
Ryr3	97126_at	4.1	A
Rgs16	161609_at	83.3	A
Dnahc8	161398_at	108.6	A
Gpn2	160831_at	340.2	A
Kif2a	99962_at	808.3	P
Mpl	92926_at	43.1	A
Ndufs4	92876_at	119.6	A
Ggnbp2	96513_at	122.4	P
Cdc5l	97846_at	2260	P
Prim2	95549_at	628.6	P
Cdadc1	103251_at	205.4	P
Gm10229	101376_at	461.6	P
Ndel1	98884_r_at	811	P
Zfp598	100482_at	1175.4	P
Foxm1	98305_at	804.4	P
Rnf220	160282_at	1234.9	P
Psmb1	161923_at	47.1	A
Gbf1	102003_at	602.7	P
Ext2	99929_at	3786.9	P
Rnf38	160757_at	680.9	P
Bat4	161235_f_at	593.8	P
Pvt1	92706_at	124.6	P
Krt6a	104369_at	848.3	A
4931406C07Rik	96089_at	114.9	A
Ubap2l	96577_i_at	417.6	A
Bcl2	98870_at	616.4	A
Srxn1	102780_at	2124.2	P
Kifc3	104335_at	453.9	A
Wbp1	92619_at	2596	P
Akap8	161089_r_at	12.5	A
Yes1	100015_at	504	P
Pmf1	98552_at	119.6	A
Gpr44	101282_at	565.2	P
Fpr-rs4	101802_at	14.7	A
Uba7	102279_at	234.3	A
Kcne1	98825_at	377.7	A
Tipin	95497_at	750.3	P
Tmem55a	104744_at	2081.3	P
Snap25	100047_at	-37.7	A
Dda1	102072_g_at	1602.5	P
Zap70	93663_r_at	-782.8	A
H2-M3	102730_at	-93	A
Tln1	102732_at	232.5	P
Maf	92354_at	19.5	A
Ly6g	101820_at	-137.9	A
Agfg1	103727_at	956	P
Krt84	162328_f_at	394.6	P
Miip	104466_at	241.8	A
Glud1	162364_f_at	21.8	A
C8g	104726_at	-70.8	M
1810058I24Rik	100877_at	3336.6	P
Ryk	160453_at	3003.2	P
Vac14	96023_at	191.4	P
Zscan21	96707_at	830.8	P
Lsr	162274_f_at	-25.4	A
Sprr2g	101754_f_at	2196.2	A
Gapdh	AFFX-GapdhMur/M32599_3_st	156.6	A
Klhl21	161245_r_at	20.5	A
Hoxd8	93221_at	-70.5	A
Mocs1	97175_at	67.4	A
Seh1l	160758_at	1034.4	P
Sim2	92896_s_at	28.1	A
Nr0b2	97123_at	-624.4	A
Slc22a1	100916_at	116.3	A
Rb1	97948_at	669.7	P
Accn1	99910_at	215.4	A
Mrps11	97884_at	893.4	P
Scd2	95758_at	20609.8	P
Ncoa6	95351_at	37.1	A
Gbe1	96803_at	286.8	P
Cfi	99927_at	-127.2	A
Adora2b	97733_at	117.7	A
Cd59a	101516_at	-18.1	A
Fas	AFFX-MurFAS_at	526.2	P
Chl1	161239_r_at	-56.9	A
Hoxa11as	161670_f_at	117.8	A
Wbp4	103836_at	435.5	P
Cdc42	94105_at	5759.3	P
Dnajc5	93211_at	1319.8	P
Rars	96693_at	5341.4	P
9430016H08Rik	160958_at	558.6	P
Gstm1	161633_r_at	479.8	A
Bcl10	94448_at	1616.5	P
Krt14	101041_at	-33.2	A
Pnoc	102923_at	-414.8	A
AI413582	160636_at	2452.5	P
Capn1	100932_at	699.2	P
Zdhhc5	96018_r_at	538.7	P
Syt6	100364_at	33.3	A
2810407C02Rik	97292_at	5336.4	P
Pomgnt1	103663_at	764.6	P
Sltm	160686_at	487.9	P
Dcaf11	102356_at	351.4	P
Epb4.1l4a	92231_at	27.3	A
Gng5	94042_f_at	12841.6	P
Sars	98936_at	1352.7	P
Morf4l2	96633_s_at	6497.6	P
Gtf2b	160225_at	2957.8	P
Srpx	162156_f_at	0.7	A
Hnrnph3	104231_at	118.6	P
Tmem71	93963_at	17.5	A
Cyp4f13	162058_f_at	-43.9	A
Tspan9	104091_at	2017.4	P
Fto	98460_at	1708.9	P
Axin1	160701_at	1241.3	P
Fgf15	97721_at	-26.7	A
Ubxn8	160803_at	696.3	P
Mrfap1	160457_at	8849.2	P
Ddx3x	161273_f_at	86.4	A
Vopp1	160715_at	328.2	P
Ppm1m	104525_at	436	P
Zfp260	92409_at	396.1	P
Ccnb2	94294_at	7994.2	P
Cbx4	93697_at	1865.2	P
Rpl23a	94823_at	28424.6	P
Tor2a	97557_at	388.8	P
Epas1	102698_at	138	A
Creg1	160502_at	46.6	A
Pef1	93591_at	787.7	P
C79015	101600_at	185.6	A
Trmt2a	100525_at	520.9	A
Lypla2	98429_at	4079.9	P
Nucks1	96833_at	1330.3	P
Slc35e1	161355_f_at	165.3	M
Cd28	102237_at	-31.9	A
Sftpb	160891_at	-1675.6	A
Cytip	104256_at	64.7	A
Dnajc13	94422_at	473.8	P
Bub3	101228_at	33.5	A
Pdxdc1	94312_at	1891.5	P
Sfpq	102144_f_at	451.6	P
Pcp4	162300_at	24.7	A
Pld2	94371_at	1123.2	P
Tlk2	100014_at	516.3	P
Ikzf1	102294_at	232.9	A
Pip5k1a	104663_at	746.4	P
Tom1l1	104063_at	15.7	A
Ywhag	102259_at	1863.4	P
Chmp5	103076_at	3427.8	P
Lsr	99452_at	296.3	A
Myo1b	99776_at	-276.9	A
Got2	93355_at	95.4	A
Unc119	95555_at	2121.2	P
Actl6b	104654_at	145.3	A
Traf2	98416_at	1616.8	P
Rpap3	160595_at	-86.2	A
Sema4f	92460_at	1750.3	A
Stx5a	96076_at	1447.7	P
Tmed2	93818_g_at	9557.3	P
Chic1	98316_at	47.2	A
Adrb3	92537_g_at	-217.3	A
Rfpl4	93449_at	211.5	A
Odz4	98314_g_at	-23.9	A
Jkamp	160302_at	1140.5	P
Mbd6	104187_at	946.5	P
Atp5d	161145_f_at	1426	P
Tpr	95007_at	488.8	P
C330006A16Rik	95604_at	1229	A
Rnf112	100383_at	-13.2	A
5031439G07Rik	104284_at	2838.9	P
Tbx15	100355_g_at	111.8	A
Slc25a39	100041_at	6304.9	P
Serpina6	161326_f_at	142.1	A
Esd	92553_at	28820.1	P
Mesp2	97092_at	525.4	A
St3gal3	97778_at	798.5	A
Rab7	99587_at	7542.5	P
Eif3f	160541_at	230.8	A
Adck1	102154_f_at	-199.8	A
Nsg2	160413_at	-77.2	A
Inpp1	161407_i_at	905.3	A
Tcrb-V8.2	101279_f_at	160.5	A
Igsf8	160820_at	1412.8	P
LOC541456	97707_at	-7.6	A
Setdb1	95957_at	453.4	A
Asgr2	102662_at	-126.2	A
Atp5g1	161324_r_at	-620.9	A
Nppc	94156_at	102.4	A
Fbln2	100928_at	145.9	A
Ung	102792_at	1177.7	P
Eif1a	103708_at	1577.6	P
Prp2	93650_i_at	-582.1	A
Grina	99160_s_at	4722.2	P
Zfp143	102263_at	216.6	P
1810063B05Rik	160411_at	31.9	A
Kpna3	93857_at	513.3	P
Hc	103458_at	-22.5	A
Pex19	95074_at	711.6	P
Mvk	95632_f_at	-98	A
Tead4	102866_at	1721.2	P
Rgs5	103294_at	67.8	A
8430410A17Rik	160684_at	268.6	A
Tchh	161539_f_at	9.4	A
Rab12	104082_at	2575.4	P
Epb4.9	103600_at	161.4	A
Tmem160	97356_at	2617.3	P
Rbm14	162067_at	-204.3	A
Pafah1b1	100560_at	1941.2	P
Hspa4	100352_at	649.6	P
P2rx7	101712_at	841.6	P
Pcx	162288_f_at	527.4	A
Hspb2	103215_g_at	3547.9	P
Aard	160968_at	133.3	A
Tnfrsf8	97571_r_at	-198.8	A
Pkig	92549_at	1626	P
Fancc	161709_at	51.2	A
Cyth1	95325_at	99.5	A
Gstm3	97681_f_at	3112	A
Smarcd2	161077_f_at	3794.5	P
Akap12	95022_at	-83.3	A
Dhx16	100559_at	593.1	P
Gna11	103411_at	-374	A
Pstpip2	99433_at	31.7	A
Rtkn	160864_at	193.3	P
D15Ertd621e	98013_at	1723.2	P
Cacna1b	98360_at	-34.9	A
D3Ertd229e	97141_s_at	72.3	A
Tpsb2	92711_at	-44	A
Gal	161591_r_at	26.3	A
Ibtk	104294_at	491.6	P
Stk36	101674_at	-56.7	A
Srsf1	101022_at	240.6	A
Clcn4-2	99672_at	430.7	P
Prss32	104185_at	91.9	A
Cilp2	95375_r_at	0.1	A
Sirt2	95502_at	1494.3	P
Btf3l4	96351_at	1285.7	P
Dync1h1	97333_at	1553.3	P
Elk4	98732_at	324.2	A
Syncrip	94985_at	2091.2	P
Ldhc	93103_at	-65.6	A
Znrf2	104396_at	116.2	A
Cpd	104467_at	2090.5	P
Dkk1	99881_at	1.5	A
Per2	93694_at	26.4	A
Sgcb	93898_at	486.7	P
Actr6	160666_at	367.4	P
Rcan1	100555_at	1659	P
Plcd1	104580_at	257.8	P
Tcn2	93736_at	496.2	A
Grid2	101734_at	389.7	P
Aass	103389_at	231.7	A
Bak1	104710_at	1990.8	P
Igk	99405_at	129.5	A
Cd7	92406_at	-19.4	A
Cks1b	97468_at	5019.7	P
Pafah2	161565_r_at	81.3	P
Kdm5d	100272_at	-51.1	A
Dpysl4	93379_at	-36.8	A
Hsd3b4	92869_at	76.9	A
Apcdd1	96132_at	422.1	P
Rnf19a	161814_f_at	397.9	A
Col12a1	92313_at	84	A
Dnajc15	97204_s_at	356	A
Gnai1	97195_at	51.8	A
Bax	93536_at	3682.6	P
Ppox	100429_at	267.7	P
C330007P06Rik	103696_r_at	-19.6	A
Mknk1	92464_at	271.6	A
Sox3	103301_i_at	117.5	P
Mknk2	92473_at	1002	P
Cbln1	92932_at	201.6	A
Stat5a	100423_f_at	753.9	A
Dnajb13	162220_r_at	71.8	A
Brap	160113_at	1526.6	P
Slc38a2	161954_r_at	-26.6	A
Neo1	92518_at	747.7	P
LOC100046359	100360_f_at	207.7	A
Atp5j	98128_at	5229.2	P
Krt81	96782_at	-142	A
Pdgfrb	160867_at	2037.8	P
Mcpt2	99958_at	72.3	A
Nek4	93210_g_at	96.7	P
Lims1	104634_at	3421.8	P
Nmt2	102229_at	57.4	A
Tcof1	104145_at	903.3	P
Map2k3	93313_at	95.3	A
Rps6ka3	162126_r_at	-22.3	A
Spi15	100738_at	395.7	A
Yipf4	160475_at	3084.2	P
Ctdp1	160576_at	683.7	M
Apom	93840_at	115.7	A
Tpra1	104131_at	476.8	A
Dohh	99078_at	1204.2	P
Jund	102364_at	11678.7	P
Tinf2	98977_at	439.1	P
Vhl	102676_at	60.4	P
Ikbke	92301_at	54.7	A
Mybl1	92902_at	131.4	A
Hnrpdl	96084_at	2209.2	P
Zdhhc6	104582_g_at	682.8	P
Ap2a2	102835_at	2187.3	P
Dctn2	94299_at	1199	P
Ces1d	101539_f_at	-60.5	A
Dpysl2	98298_at	333.4	P
Orc2	161651_f_at	74.9	A
D13Ertd608e	95532_at	-63.9	A
Crhr2	98395_at	91.3	A
Tspan6	92555_at	-43.7	A
Pdlim7	160837_at	356.2	A
Mrpl51	99594_at	2914.8	P
Hpcal4	97744_at	707.7	A
Ylpm1	100413_at	800.4	P
Zfp322a	93169_at	848.5	P
Nmu	161032_i_at	57.5	A
Bub3	101961_at	7869.2	P
Armc1	97471_at	790.6	P
Col9a2	98027_at	575.1	A
Smr2	102685_at	456.8	A
H1fx	92180_at	-231.2	A
Wdr81	92963_at	1800.4	P
Phlda3	98056_at	5505.2	P
Rgl1	161260_f_at	93.3	A
Zp3r	100402_f_at	-46.8	A
Sub1	101980_at	244.4	P
Eed	103342_at	1526.7	P
Acadvl	93334_at	24.9	A
Clta	100579_s_at	5024.1	P
Vpreb3	162208_f_at	-7.2	A
Chl1	103088_at	54.3	A
Fkbp4	92808_f_at	3018.2	P
Itga7	93061_at	146.1	A
Nmb	103493_at	-14	A
Eif2a	93841_at	1609.7	P
Acy1	101387_at	790.8	A
Spint2	96101_at	9.7	A
Ifngr1	100552_at	651.4	P
Tob1	99532_at	4766.6	P
Anpep	99993_at	137.9	A
Crkl	103849_at	276.1	P
Coq3	99365_at	923.8	P
Acot13	93780_at	1393.3	P
Uhmk1	96165_at	2390.8	P
Mageh1	160917_r_at	11.4	A
Sult2a2	104484_at	124.6	A
Gli3	101182_at	241.6	P
Zdhhc6	104581_at	139	A
Atp2a3	93403_at	-28.1	A
Htra1	96920_at	17208.7	P
Mrps25	104234_at	700.3	P
Mfng	100508_at	407.3	A
Stmn1	97909_at	7627.1	P
6330403K07Rik	95559_at	1.4	A
Grin2d	99382_at	-241.1	A
Hic1	96994_at	-751.9	A
En1	96523_at	13.1	A
Sox6	92726_at	-20.3	A
Tph1	99972_at	-62.7	A
Cdhr5	96783_at	66.6	A
Slc19a1	162123_f_at	837.7	A
Tfdp1	97565_r_at	348.6	P
Cd200	101851_at	33.6	A
Atad3a	162418_r_at	215.9	A
Fyn	100133_at	1106.2	P
Gabrr2	99839_at	-57.3	A
Shroom3	100024_at	-7.1	A
Ptdss1	161864_f_at	923.8	P
Hnrnpa3	101524_at	430.1	P
Nudt4	160188_at	11191.6	P
Klkb1	104344_at	-65.7	A
Sc4mol	160388_at	2523.7	P
Igf2r	95117_at	443.6	P
Fcgr3	94074_at	515.9	P
Galnt4	161016_at	251	P
Cpd	160655_at	669.5	P
Lhx6	94176_at	509.9	P
Calcr	101135_at	22.2	A
Smarcd2	161965_r_at	79.8	A
Nme4	160473_at	-37	A
Bcar1	98990_at	1251.6	P
Sec14l1	95665_at	1241.7	P
Nudt19	96629_at	832.3	P
Mcpt8	97779_at	-91.8	A
Dtna	92183_at	278.6	A
Olfm1	99623_s_at	722.7	P
Ciita	102917_at	53.3	A
Atp5d	161494_f_at	902.2	P
2610001J05Rik	97346_at	626.5	P
Zfp703	97386_at	910.5	P
Neurl4	102969_at	378.9	P
Tro	92270_at	1377.9	A
Usp14	96061_at	1411.7	P
Pim1	99384_at	-157.8	A
Phb2	98545_at	4667	P
Myb	162411_f_at	-32.5	A
Tmem50b	161222_r_at	-286.3	A
Lman1	161622_f_at	95.5	A
Ubac1	97407_at	849.3	P
Il1b	103486_at	-30.3	A
Try10	101338_f_at	212.6	A
Egf	161460_r_at	59	A
Tnxb	161907_s_at	46.2	A
C3	93497_at	1249.4	P
Drap1	96617_at	3336.3	P
Evi5	98503_at	797.5	P
Eepd1	160916_at	-66.3	A
Vps45	162110_f_at	26.8	A
Enpep	161155_r_at	62	A
BC051019	102640_at	300.8	M
Crat	161989_f_at	71.5	A
Gata4	102713_at	35.2	M
Rbbp4	92647_at	5270	P
Sugp2	101942_at	740	P
Csnk2a2	94483_at	685.9	P
Pak2	97822_at	1526.7	P
6330577E15Rik	95446_at	7127	P
Sec22b	103953_at	1026.8	P
Npn2	101156_at	-64.6	A
H13	96117_r_at	2761.7	P
Gucy2c	103942_at	-637.7	A
Frk	92959_at	400.3	P
Cops7a	92874_f_at	1598	P
Eif1b	98953_at	1193.1	P
Cwf19l1	161620_f_at	-2.9	A
Dap	93842_at	25438.4	P
Nr2c2	98479_f_at	-199.1	A
A430005L14Rik	101057_at	1179.9	P
Slc25a14	98470_at	208	P
4933407C03Rik	162239_at	-44.1	A
Rhoj	104697_at	828.8	P
C77144	99362_at	43.7	A
Chpf	97387_at	1360.9	P
Rps2	100686_at	43329.6	P
Ceacam10	101637_at	32.8	A
Lrp6	103271_at	271.5	A
Notch3	92956_at	157	A
Mapk8	100391_at	-17.4	A
Xlr4a	101884_at	45.7	A
Rpf1	97802_at	800	P
Ilf2	93823_at	575	P
Hoxc5	95312_at	52.3	A
Braf	93870_at	155.2	A
Zik1	101193_at	131.4	A
Slc35a4	160224_at	-28.9	A
Snx9	160593_at	6949.6	P
Ramp2	99444_at	-145.1	A
Gab1	93902_at	423.5	P
Flnb	95637_at	3312.3	P
C4b	162390_r_at	-20.2	A
Traf3	95010_at	598.7	P
Rpp14	160474_at	306.8	P
Phrf1	97133_at	-150.1	A
BC031181	160366_at	3503	P
Dpm2	161349_f_at	614.2	P
Sntb2	104489_at	36.6	A
Jak2	101457_at	176.7	A
Fbxo9	98906_at	461.4	P
Heatr7a	162350_at	567.6	A
Nsmce4a	93986_at	1539.8	P
Mycl1	102235_at	96.5	A
Zfr2	93158_at	5.1	A
Dbn1	103430_at	6.5	A
Galr2	99430_at	-571	A
Vipr2	98375_at	-235.4	A
Uncx	92499_at	-80.9	A
Lgals9	161301_f_at	330.5	A
Elf3	99059_at	-77.7	A
Drd4	97755_at	566.6	A
Aifm1	96858_at	3731.4	P
Plk1	101350_g_at	2928	P
Ptpn5	162053_i_at	17.5	A
Rpl39l	104544_at	-7.5	A
Ruvbl1	160874_r_at	297.6	A
Gnrhr	104012_at	2.8	A
Aqp8	102200_at	226.1	A
BC005537	94830_at	2588.3	P
LOC100503897	160115_at	1574.1	P
Slc39a6	103459_at	1195.2	P
Slc16a7	95060_at	36.9	A
Akr1b8	100884_at	4396.8	P
Hibadh	97279_at	1442.4	P
Rad50	100459_at	1031.7	P
Exosc5	162153_i_at	381.2	A
Dpf3	95876_at	90.7	A
1700097N02Rik	161004_at	679.7	A
2210016L21Rik	161847_r_at	558.1	P
Ckm	160175_at	291.1	A
Sema4b	94637_at	408.7	P
Ctsb	162271_f_at	-586.8	A
Stard3	95607_at	1438.4	P
Cwc22	96222_at	469.2	P
Fancm	95894_at	180.5	P
Pml	99015_at	1882.5	P
Brd2	98066_r_at	1244.6	P
Cbfb	93546_s_at	7276.9	P
Mir686	101741_at	7361	P
Pdzk1	97287_at	-170.3	A
Krtap8-2	97152_at	-17.8	A
Rpl21	96290_f_at	24876.7	P
Trfr2	160674_at	214.7	A
Lsm1	96946_at	845.7	P
D9Ertd306e	96375_at	240.1	A
Arap3	161178_at	62	A
H2afv	96710_at	3840.9	P
Fmod	161373_r_at	7.5	A
Vpreb1	161297_f_at	207.5	P
Maoa	93749_at	2450.6	P
Gem	92534_at	378	A
Smcp	100891_at	42.8	A
Slc2a4	102314_at	-123.9	A
Gata6	93925_at	29.2	A
Cyc1	95072_at	15211.6	P
Syt9	100363_at	-92.6	A
Rps3a	101664_at	26498	P
Darc	93412_at	152.4	A
Erbb3	96771_at	117.1	A
Pelo	98017_at	225.1	P
Ksr1	92764_at	1143.2	P
Ear2	103240_f_at	163	A
Sstr2	98350_at	151.6	A
C80913	103682_at	601.8	P
Lox	161177_f_at	5516.4	P
M6pr	92846_at	82.1	A
Ttc7b	160777_at	165.2	A
Timm13	94210_at	3484.8	P
Adipor2	104605_at	1202.3	P
Ctnnb1	160430_at	8812	P
Rgs19	103604_at	-56.8	A
Phkg1	97094_at	-23.2	A
Smyd5	161502_r_at	230.6	A
Cisd1	94526_at	3044.2	P
Abcb9	92418_at	239.4	A
Epha4	161866_at	65.6	A
Tcea3	102344_s_at	-102.9	A
Epha7	92906_at	67.3	A
H2-Eb1	94285_at	306.3	A
Nedd9	101469_at	660.7	P
Krt33b	162106_f_at	180.7	A
Gm14743	102142_r_at	60.5	A
Ttc35	161570_r_at	6.8	A
Ptp4a2	100595_at	2126.5	P
Gdf9	160567_at	621.6	A
Jup	104121_at	235.4	A
Fpr-rs3	101801_at	27.8	A
Mmp11	100016_at	1140.1	P
Nkx6-2	93182_at	0.8	A
Cdc42ep4	94036_at	699.9	P
Nup188	103694_at	761	P
Stam	92360_at	3027.2	P
Prkar2a	97096_at	349.2	P
Thpo	97734_at	-289.4	A
Cdc20	96319_at	5947.4	P
Tgfbr2	94702_at	28	A
Prnp	100606_at	6431.3	P
Slc27a5	92612_at	78.3	A
Nt5dc2	96885_at	229.9	A
Npas2	95390_at	-145.9	A
Ctnna2	92228_at	430	P
Celsr1	103516_at	89.7	A
Eif4a2	93089_at	6172.1	P
Mxd1	94688_at	-39.2	A
Cln3	161643_i_at	86.9	A
Foxd3	92889_r_at	-35.8	A
Egfr	101842_g_at	85.7	A
Tcf7l2	102241_f_at	-155.8	A
Flcn	160242_at	1131.4	P
Exoc8	103455_at	214.2	P
Magea4	101807_at	-44.9	A
Tubb2c	94016_at	194.5	A
Gcgr	103498_at	490.3	A
Rax	97149_at	213.4	A
Bat5	99652_at	2551.6	P
Ppt2	98426_at	169.5	P
Tub	98805_at	-374.8	A
A130022J15Rik	161932_r_at	20.3	A
Gsg2	99522_at	86.2	A
Lrrc23	104667_at	-92.4	A
Tnfaip8l1	103529_at	304.9	P
Actg2	93102_f_at	10765.2	P
Gpr19	100438_at	196.3	A
Nsdhl	93868_at	1746.1	P
Igk-V32	101330_f_at	-52.5	A
Rab31	161380_f_at	2023.3	P
Sucla2	93501_f_at	1775.8	P
Zbed3	160445_at	968	P
Tapbp	100154_at	3712	P
Psmb8	102791_at	3618.6	P
Plcb1	92467_g_at	73.2	A
Snx3	160543_at	12744.1	P
Srxn1	161090_i_at	51.3	A
Lyl1	100467_at	3.2	A
Auh	94787_at	237.4	A
Ryk	161548_r_at	75	A
Aspm	102632_at	283.7	A
Art2b	99402_at	-16.2	A
Dnajb3	97480_f_at	-7.8	A
Epha8	102682_at	934.5	P
Kifc2	93890_at	-252.1	A
Agr2	101076_r_at	-23.9	A
Arl3	104135_at	1432.6	P
Cyp4a12b	101307_at	-234	A
Csrp3	103084_at	-316.4	A
Pgrmc2	161447_f_at	112.4	A
Itgb7	100906_at	3310.5	P
Exoc4	93466_at	1207.4	P
Phf1	103387_at	498.7	A
Shkbp1	103894_at	6417.4	P
Psma2	100733_at	12741.4	P
Itgb1bp1	100990_g_at	1204	P
Atp6ap2	160202_at	1495.6	P
Psmd12	93971_f_at	2394.7	P
Pdlim7	102845_at	1867	P
Ifit2	103639_at	366.2	P
Lefty1	102345_at	144	A
Igtp	160933_at	478.8	P
Cd47	103611_at	4214	P
Tmem222	161715_f_at	622.4	P
Hoxb4	92255_at	-318.8	A
Lcp2	102957_at	70.5	A
Pik3ca	92452_at	650.6	P
Mrvi1	97112_at	-3	A
Surf4	96542_at	6866.1	P
March5	99604_at	4088.6	P
Ptgs1	95597_at	4210.9	P
Slc41a1	103547_at	911.1	P
Wfdc12	160914_at	-114.9	A
Cd302	160387_at	48	A
Gfpt2	103737_at	186.1	A
Ufd1l	93303_at	2249.4	P
Arid3b	103970_at	142.3	A
Zxdb	104191_at	25.8	A
Mybbp1a	101010_at	29.4	A
Mycbp2	93424_at	1974.9	P
Coq4	161675_f_at	113.8	A
Sms	98136_at	2503.2	P
Vldlr	160865_at	37	P
Mmp10	94724_at	105.6	P
Llph	98089_at	435.4	P
Rusc1	162124_r_at	-3.2	A
Il27ra	102250_at	802.2	P
Uba1	92616_at	9020.1	P
Tnk2	102850_at	2860.6	P
Flt1	98452_at	492.7	P
Gpr137b-ps	103017_at	5379	P
1110067D22Rik	160704_at	1184.9	P
Cmas	161138_r_at	101.9	A
Ppp2r2b	92691_at	220	A
C2	103673_at	258.3	P
Inhbc	103986_at	313.8	P
Dsg2	104480_at	-21.5	A
Tssk2	102846_at	-128.2	A
St5	102331_at	926.8	P
Pdap1	104080_at	2703.1	P
Dpp8	96211_at	372.5	P
Cpox	98505_i_at	922.5	P
Fip1l1	104600_at	436.5	P
Calcoco2	95562_at	-60.7	A
Ndufa3	96915_f_at	6411.9	P
Agr2	162200_r_at	-34.5	A
Erp44	96773_at	1357.8	P
Bsg	101078_at	11748.6	P
Odf2	160970_at	447.4	P
Gdpd3	104217_at	44.9	A
Mep1b	162186_r_at	124.7	A
Ncs1	92416_at	1201.3	A
Hus1	92503_at	230.8	A
Wap	102931_at	-16.9	A
Pqlc1	160801_at	418.3	P
Cxxc5	95701_at	117.7	A
Rcor1	161471_f_at	153.5	P
Mkrn2	160157_at	25.7	A
Rgr	95331_at	168.8	P
Wdr5	97845_at	116	A
March7	160103_at	2646.7	P
Zfpm2	92355_at	-374	A
Grsf1	96684_at	1664.7	P
Eif4g1	103926_at	1169.6	P
Mcfd2	97451_at	5083.4	P
Gng12	99477_at	806.9	P
Slc7a3	93133_at	-207.5	A
Gtf3a	94558_g_at	1486.7	P
