GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Emb	101560_at	8424.9	P
Dusp16	161181_f_at	70.2	A
Ercc5	161777_f_at	-63.5	A
Apoc1	93354_at	-8.6	A
G6pdx	94966_at	5256.8	P
Stxbp2	101398_at	431.4	P
Slc7a11	101713_at	11.6	A
Hnf1b	101396_at	-50.1	A
Invs	103811_at	479.2	P
Ass1	97521_at	3918.6	P
Hps1	161367_f_at	1783.5	P
Cebpd	160894_at	1841.8	P
Camp	92322_at	381.9	A
Srrm1	93520_at	121.8	A
Itm2a	93511_at	33.1	A
Ict1	99150_at	1639.8	P
Fzd4	95772_r_at	12.1	A
Mrps33	92826_at	1293.4	P
Gast	161639_f_at	41.1	A
Aqp9	104328_at	-63.5	A
Myl1	92541_at	4.1	A
Krt71	101569_at	34.8	A
Samhd1	103080_at	856.2	P
Med1	160603_at	1401.4	P
Slc35c2	103877_at	691.4	P
Gsta1	160063_i_at	-46.3	A
Ppat	95554_at	18.4	A
Lsg1	100895_at	683.5	P
Nodal	99801_at	-22.9	A
Vcl	94964_at	1327.1	P
Fam84a	92986_g_at	197.4	A
Fzd3	98169_s_at	342.4	M
Dhx9	103598_at	2078.9	P
P4hb	93108_at	1373.5	P
Fgd1	93674_at	310	P
Kdr	104265_at	224.5	A
Wtap	94346_at	605.2	P
Hip1r	97551_at	990.5	P
Padi3	103803_at	-157.2	A
Myh7	161547_f_at	-227.3	A
Ica1	98484_at	135.9	A
Upk3b	104512_at	246.4	A
Hars	92580_at	1018.4	P
Mia3	103295_at	742.4	P
Hmx1	94102_at	7.9	A
Slc39a1	100373_at	146.1	A
Pold2	98155_r_at	-11.8	P
Cpt2	161978_r_at	-41.4	A
Sva	97757_at	-69.4	A
Saa4	92242_at	45.9	A
Shox2	99043_s_at	-139.6	A
Eif4ebp2	94353_at	575	A
Ykt6	104400_at	828.5	P
Blk	92359_at	-44	A
Ing4	99635_at	1650.5	P
Ank	100948_at	10968.8	P
Tnfrsf1a	92793_at	2163.2	P
Nsun2	94452_g_at	2407.5	P
Hoxb3	98780_at	72.7	A
Dynll1	96298_f_at	10753.6	P
Fdps	162217_r_at	-6110.1	A
Xrcc5	96063_at	270.1	P
Lypla1	161774_f_at	6466.8	P
Cd70	98318_at	-122.6	A
Rps10	99093_at	30976.7	P
Upp2	104213_at	-42.4	A
Tcfcp2l1	97193_at	341.1	A
Igfbp1	103896_f_at	28.8	A
Tradd	160689_r_at	607.6	A
Tpr	104192_at	298.7	P
Fbxo6	162050_at	200.6	P
Ccni	94819_f_at	4814.7	P
Gemin5	103784_at	486.2	P
Gng3	94986_at	444.8	M
Blzf1	98397_at	342.5	P
Sept10	161104_at	1349.3	P
Mobkl1b	95647_f_at	2329	P
Ckap4	101956_at	243.6	P
Cdca7	95063_at	1821	P
Strn	103752_r_at	1213.3	P
Rnf20	104749_at	1113.1	P
Pbx3	96580_at	377.8	P
Akr1c13	95015_at	1423.9	A
Rplp1	100694_at	39295.7	P
Timp3	160519_at	11418.4	P
2410022L05Rik	96780_at	119.1	A
Rbp2	92811_at	-75	A
Vcp	100710_at	11103	P
Arl5a	92294_at	1199.6	P
Zcchc6	95933_f_at	443.6	A
Wwc2	93821_at	937.5	P
Gfra2	92449_at	26.5	A
Lpl	95611_at	-26	A
Tmem62	93179_at	235.2	P
Synj2	97962_at	294.1	P
Mir425	95906_at	-38.7	A
S100a11	98600_at	14858.9	P
Prdx1	97055_s_at	30956.3	P
Arhgef7	98434_at	1040.5	P
Ybx2	104440_at	-329.3	A
Hspb1	92853_at	31.5	A
2510022D24Rik	160810_r_at	762.2	A
Poldip3	162185_i_at	-120.9	A
Gng11	161473_f_at	61.3	A
Cited2	101973_at	9835.7	P
Ndufa12	97256_at	-1.6	A
Nat2	92746_at	328.4	A
Nf1	98809_s_at	-29.5	A
Mapkapk2	95721_at	2557.2	P
Pcyt1a	161074_at	1150	P
Runx1	92399_at	561.5	P
Cdkn1b	161010_r_at	430.4	P
Bdkrb1	101748_at	1104.6	A
Ptpn18	92273_at	-105.4	A
Elmod3	95910_f_at	629.2	P
Fshr	101810_at	377.8	A
Hoxa4	97745_at	18.4	A
Pabpn1	101476_at	2005.7	P
Dbp	160841_at	-80.4	A
Ets2	94246_at	1919.1	P
Lgtn	102127_at	34.9	A
Tcf25	98951_at	1352.6	P
Snhg6	96156_at	4290.8	P
Cdt1	161787_f_at	955.2	P
Sirt1	92333_at	1.2	A
Axin2	99239_at	231.8	A
Trp53-ps	101617_s_at	585.1	P
Tor1b	95505_at	1279.7	P
Polr2f	104279_at	10603.7	P
Ap1m1	161439_f_at	1134	P
Gm10228	101375_at	-27.8	A
Ankrd40	98464_at	836.2	P
Dnajc19	161663_f_at	162.4	A
Pafah1b2	95404_at	2063.2	P
Tacr1	94635_at	-217.6	A
Ankzf1	162090_i_at	5.1	A
Ttc14	99828_at	3.3	A
Gata6	160662_r_at	458.5	A
Sorl1	100888_at	45.2	A
5730403B10Rik	100586_i_at	148.2	A
Eps8	103222_at	1062.4	P
Incenp	104468_at	376.6	P
Il1r2	161689_f_at	95.4	A
Tspan32	104239_at	12.2	A
Nkx3-1	97157_at	-73.2	A
Abca4	97730_at	4.8	A
Nmi	101424_at	250.9	A
Sema6c	160700_i_at	682.7	A
Ect2	97411_at	1746.3	P
Sh2b3	93939_at	835.9	P
Pten	94989_at	1868.5	P
Clec4d	95951_at	579.9	P
Ccbl2	103391_at	234.6	P
Grin1	104686_at	156.2	A
Slc30a4	95571_at	4986.4	P
Spic	103454_at	-60.5	A
Usp25	93087_r_at	370.9	A
Cyp2c70	95043_at	-41.3	A
Slc16a1	101588_at	33.6	P
Mettl5	92191_at	408.4	P
Tle3	104623_at	921.6	P
Smg5	97992_at	252.9	A
Rps6ka2	98007_at	255.9	P
Capn9	99833_at	74.1	A
Otud4	160728_r_at	78.6	A
Cacna1e	100338_s_at	61	A
Ifi203	93321_at	504.6	P
Cops6	99106_at	7581.3	P
Slc22a12	102429_at	672.4	A
Ccr8	99895_at	-325.2	A
Ube2t	100955_at	296.8	P
Gusb	97538_at	1702.2	P
Arfip2	99497_at	1272.8	P
Npc2	160344_at	13080.8	P
Ank3	98476_at	-53.5	A
Whsc2	160616_at	1992.2	P
Pdia3	101060_at	8042.6	P
Ssr3	104248_at	5337.2	P
Ropn1l	160506_at	-806.8	A
Tspan4	97473_at	5665.7	P
Srp68	95692_at	4581	P
Txk	162137_f_at	27.3	A
Gfm1	160226_at	1066.5	P
Gjc1	104635_r_at	-228.3	A
Coro1c	98107_at	5867.3	P
Lyl1	100468_g_at	67.2	A
Bzw1	94019_at	2425	P
Cuta	95113_at	24.3	A
Wnt10a	98862_at	138.9	A
Gja1	100065_r_at	1237.3	P
Atp1a1	93797_g_at	1646.8	P
Hus1	92504_at	85.4	A
Ruvbl2	160422_at	1827.2	P
Ipo8	104163_at	1690.3	P
Mtmr14	162360_f_at	549.2	P
Cdkn1c	95471_at	-11.4	A
Cbr2	93808_at	854.7	A
2810449G22Rik	96527_at	212.3	A
Bcl2l2	160920_at	490.9	P
Mobkl1b	95648_at	3505	P
Edem2	160789_at	2340.9	P
Cpne1	97199_at	2700.6	P
Cd151	97931_i_at	-87.7	A
Pdx1	98821_at	-57.8	A
Rho	96567_at	181.5	A
Hand1	92766_at	198.1	A
AI428936	161857_r_at	176.4	A
Gm9937	95309_at	-116	A
Prkrir	162143_f_at	235.5	A
Mre11a	94376_s_at	301.2	P
Ptp4a1	94489_at	9005.8	P
Csnk1d	97262_at	3814.4	P
Mmp8	94769_at	-707.1	A
Prkd2	161627_r_at	426.6	A
Trappc4	160361_at	2516.1	P
Fkbp9	93731_at	3112.8	P
Dstn	94492_at	17112.7	P
Prpf38a	104713_at	1622.5	P
Dag1	161183_at	742.4	P
Erp29	161755_at	138.2	A
Gapdh	97751_f_at	11786.1	P
Pcgf2	103718_at	-308.2	A
Ficd	103476_at	33	A
Myh10	96980_at	108.5	A
Rpl8	96575_at	33611.4	P
Cbx2	102833_at	232	A
Zfp106	95792_at	-81.9	A
Agtr2	161212_r_at	-15.4	A
Hba-x	100549_at	208.8	A
Oprd1	99332_at	59.1	A
Ddb1	95684_at	32.4	A
Hnrnph2	94832_at	957.5	P
Nkx2-5	97777_at	-1264.9	A
Crp	96229_at	17.5	A
a	102977_at	-320.8	A
Nub1	100570_at	1279	P
Mitf	101159_at	100.5	A
Tead3	100971_at	-85.8	A
Csnk1a1	99650_at	5158.1	P
Edil3	94051_at	111.9	A
Slco5a1	94663_at	14.4	A
Gon4l	95580_at	220.6	P
Bat3	101854_r_at	2866.9	P
Hist1h1a	94114_at	-69.5	A
Zrsr2	93398_at	-13.3	A
Itgb4	103305_at	-610.6	A
Cd36	161704_r_at	-129.1	A
Actb	AFFX-b-ActinMur/M12481_M_st	195.2	A
Rnf13	101966_s_at	2001.1	P
Lig3	96220_at	421.6	P
Tank	103328_at	1610.6	P
Marcksl1	97203_at	3824.8	P
Mpdz	161708_f_at	130.7	A
Aplp2	162224_r_at	-39.6	A
Dnaja1	97261_at	5124.1	P
Klra4	94776_f_at	1918.1	P
Nfib	99440_at	1667.3	P
Tap1	162278_r_at	10.1	A
Ero1l	97871_at	1639.1	P
Cyp24a1	93435_at	-23.7	A
Mrps14	97342_at	3864.6	P
Aplnr	99368_at	-573	A
Gpr37	103252_at	98.3	A
Reg2	95786_at	-19.7	A
Rlim	161279_f_at	68.3	A
Stra6	102258_at	-139.3	A
Dlx4	98873_at	-454.9	A
Dtnb	102210_at	-7.3	A
Rab34	160317_at	4196.8	P
Clasrp	103822_at	50.5	A
Pole3	160743_at	2270.5	P
F12	92509_at	8.6	A
Mterfd1	160425_at	432.4	P
Cfl2	162088_r_at	249.8	A
2700007P21Rik	92268_at	4661.4	P
Eif6	94826_at	5269.2	P
Bnip2	93064_at	1422.2	P
Slc5a1	94357_at	10.6	A
Bcl7c	96753_at	107.7	P
Slco3a1	161006_at	997.4	P
Atp6v1e1	94532_at	4658.8	P
Ubxn11	103489_at	-1.2	A
Slc7a2	92736_at	73.8	A
Tpst1	103032_at	1096.2	P
Wasf2	94856_r_at	37.9	A
Fam53a	160716_at	860.2	P
Slc11a2	102642_at	3018.5	P
Atg7	102943_at	477.9	A
Soat1	95887_at	196.6	A
Pparg	97926_s_at	-1	A
Mapkapk2	160353_i_at	477.5	P
Itgav	104385_i_at	3749.3	A
Pard6a	92423_at	181.2	A
Crlf3	98415_at	1229.2	P
Vdac2	160529_r_at	2028	P
Cd44	103003_i_at	-8.8	A
Cd320	102343_at	943.8	P
Rragd	93614_at	-17.3	A
Nck1	160932_at	130.4	A
Spg20	93609_at	1272.6	P
Dvl2	161408_r_at	-210.5	A
Etv4	161842_r_at	1298.5	P
Lage3	104078_g_at	1342.4	P
Gp9	102311_at	585.2	A
Lta	102630_s_at	-82.6	A
Trpc6	99909_at	48.3	A
Hipk1	103262_at	259.6	P
Mfap5	99517_at	150.6	A
Pi4k2a	160307_at	1377.6	P
P2ry2	104479_at	-177.1	A
0610010K06Rik	96079_at	2859.7	P
Ddx49	102015_at	679.6	A
Hmgb3	98038_at	5935.2	P
Ramp1	104680_at	61.5	A
Clcn1	102622_r_at	-22.3	A
Gal	100407_at	823.5	P
Atn1	97998_at	108.3	A
Pgk2	101388_at	-31.5	A
Arg2	161246_at	123.1	A
Atp5g1	96032_at	135.7	M
Meis1	98790_s_at	-78.8	A
Ywhae	160485_r_at	2453.1	P
Cma1	102407_at	50.5	A
Gpx3	101676_at	512	A
Ctsf	97336_at	132.4	A
Rbl1	104476_at	928.3	P
Psg19	97196_at	54.7	A
Mtag2	96505_at	21.2	A
Dnajc1	103344_at	633.8	P
Cdh10	94641_at	-0.9	A
Matk	104428_s_at	390.9	A
Ap2s1	96639_at	-12.5	A
Tfpi2	94383_at	-155.4	A
Tirap	103693_at	326.4	P
Snx10	94556_at	519.5	P
Slc39a8	97442_at	-61.3	A
Aaas	98878_r_at	604.6	P
Mrpl45	100886_f_at	1195.4	P
Mtss1l	94802_at	787.7	P
Sox4	101430_at	2611.7	P
Lyz2	100611_at	116.7	A
Zfp706	97463_g_at	7899.8	P
Dpysl3	101503_at	313	P
Rprd1a	160782_at	473.4	A
Tfdp1	101958_f_at	1393.5	P
Rsl24d1	102387_at	2415.9	P
Cpxm1	103492_at	-16.3	A
Tardbp	104324_at	-303.1	M
Orm1	100436_at	5173.7	P
Naglu	93373_at	1151.1	P
Gm16939	100683_r_at	1883.4	A
Hsp90aa1	161869_i_at	78.9	A
Pou5f1	103075_at	-39.5	A
Aldoc	160546_at	6.9	A
Uox	92606_at	-106.5	A
Sema3a	98835_at	173.1	A
Clec16a	103999_at	40.7	A
Dazl	160357_at	154.3	A
Speg	103298_at	298.3	P
Maged2	94289_r_at	994.4	P
Dusp8	161171_at	533.3	A
Abcb7	92763_at	187	P
Tsc2	97952_at	-432.6	A
Twf1	93646_at	782.8	P
Lor	162324_at	-39.1	A
Cebpg	92195_at	393.2	P
Htr2c	97692_at	-63.7	A
Npr1	100035_at	32.2	A
Immp1l	96068_at	1407.3	P
Mid2	103967_at	187.2	A
Mfap5	99518_at	19.3	A
Tiam1	161845_at	-43.5	A
Gclc	99649_at	2307.6	P
Kcnj3	101188_at	75	A
Icmt	160336_at	286.4	A
Zfand6	93082_at	2846.7	P
Siva1	97828_at	2464.7	P
Sorbs1	160320_at	170.7	A
Dusp8	92362_at	-107.9	A
3110048L19Rik	103710_at	297	P
Adora1	92374_at	1.4	A
2810453I06Rik	104393_at	22.2	A
Atp1a1	93798_at	3411.2	P
Mef2a	93852_at	1304.7	P
Mtpn	160468_at	9052.6	P
Fmo1	101991_at	62	A
Vdr	99965_at	1198.9	P
Fxc1	99123_s_at	997	P
Pvalb	96720_f_at	-10.4	A
Nphp1	98614_at	677	P
Atoh1	102569_at	-5.3	A
Klk1	100060_i_at	-49.7	A
Zfp808	103481_at	341.7	A
Galnt3	99011_at	57.4	A
Itfg1	93530_at	656	P
Ninj1	93318_at	424.7	P
Pgf	92909_at	728.7	A
Nop16	95656_i_at	577	P
Lig1	162004_i_at	4.3	A
Il18bp	92689_at	44.6	A
Cux2	93129_at	-217.3	A
Myt1l	96497_s_at	-6.5	A
Swap70	93218_at	371.8	P
Casp8ap2	104290_at	1363.8	P
Bms1	94363_at	479.5	P
Klrb1b	94744_at	9.2	A
Mrps18a	94326_r_at	1125	A
Syt3	102116_f_at	-15.2	A
Lmnb2	101414_at	477.8	P
Fndc7	100765_at	4.2	A
Ralbp1	93255_at	2889.1	P
Rnf138	99529_f_at	262.4	P
Aspscr1	104723_at	1	A
Lman1	160270_at	2539.2	P
Calm2	93293_at	32294.8	P
Slc10a3	103218_at	2210.9	P
Terf1	160879_at	-21.4	A
Dctpp1	96293_at	971.9	P
Ifrd1	160092_at	1210.1	P
Cmah	93688_at	-146.4	A
Farsa	160231_at	1730.6	P
Ilvbl	161738_f_at	288.7	A
Nppb	104184_at	143.6	A
Mtdh	93802_at	577.3	P
Spin1	160843_at	540.7	P
Ppp1cb	100088_at	2286.4	P
Tinf2	162444_r_at	1.1	A
Mapk1	93253_at	1874.3	P
Sox10	102856_at	228.4	A
D7Ertd1e	101218_at	11.4	A
Fbxl15	103594_at	-31.4	A
Usf2	103013_at	1044.3	P
Slc7a5	104221_at	2395.1	P
Kif1b	94379_at	365.3	P
Sbds	95752_at	2913.8	P
Cmklr1	101199_at	-57.5	A
Proc	95585_at	-81.6	A
Rgs19	103606_r_at	3136.9	P
Rplp0	101213_at	46947.1	P
Krt16	103589_at	149.1	A
Map3k6	92276_at	143.1	A
Elf5	103283_at	8	A
Mad2l1bp	95565_at	2097.7	P
Ighg1	101870_at	-106.4	A
1810019N24Rik	99867_at	-29.7	A
Krt32	97767_at	524.8	P
Srcap	97163_g_at	437.4	P
Rbp4	96047_at	-90.5	A
Wnt5a	99390_at	1787.4	P
Rhob	101030_at	5542.5	P
Man1a2	92650_at	24.4	A
Polk	97651_at	24.4	A
D6Ertd160e	95870_at	-93.6	A
Hsp90ab1	161761_r_at	-46.2	A
Rere	103404_at	1621.6	P
Tcf20	97090_at	943.9	P
Cul7	104551_at	68.4	A
Lcp1	101327_at	-87.6	A
Efna1	103007_at	408.2	A
Dppa3	97283_at	-24.5	A
Eomes	93880_at	114.8	A
D2Ertd93e	97165_r_at	68.8	A
Ints5	96121_at	785.1	P
Tmem97	95137_at	3609.5	P
Smad3	93613_at	335.4	A
Apoe	161321_i_at	-18.8	A
Fnta	98121_at	2138.4	P
Cxadr	93725_at	-54.5	A
Arcn1	94512_f_at	1250.1	P
Kcns1	101624_at	133.5	A
Adcy6	102321_at	1765.3	P
Endou	102203_at	16.6	A
Ndufa2	96280_at	4845.8	P
Fam3c	97770_s_at	699.9	P
Gadd45g	101979_at	916.2	P
Zfp57	103437_at	-185.4	A
Gpr3	98786_at	-155.1	A
Fshb	101737_at	137.2	M
Hexa	94840_at	2285	P
Ostf1	99158_at	3278.1	P
Mmp14	160118_at	10205.7	P
Cxcr3	94173_at	461.8	A
Olfr157	97001_r_at	130.5	A
Gabra2	101215_at	47.2	A
Adrb2	93193_at	412.5	A
Igdcc3	94117_f_at	424.7	A
Ssr1	97722_at	3071.4	P
Gphn	99441_at	97.7	A
Tmem168	160889_at	642.5	P
Rps28	98086_r_at	49.9	A
Map3k3	94946_at	807.2	P
Hspa9	97914_at	6053.4	P
Hpvc-ps	101827_at	244.1	A
Atp5o	99128_at	7033	P
Gstt1	95019_at	-220.4	A
Lrp10	96186_at	5083.5	P
Srsf1	104586_at	827.8	P
Rab3il1	101221_at	22	A
Proc	161656_r_at	34.9	A
Mocos	96151_at	111.8	A
Ggta1	102993_at	4943.6	P
Fmnl1	92483_g_at	22.5	A
Atp1b2	93664_at	8.4	A
Peg3	96765_at	910.3	A
Plcg1	98290_at	323.5	A
Kcnab1	162087_f_at	0.1	A
Tpd52	160249_at	1388.3	P
5730408K05Rik	104195_at	1561.9	P
Amotl2	160131_at	2153.6	P
Dnttip2	160279_at	1827.5	P
Serpina3k	92583_at	16.3	A
Phf12	96741_at	561.2	P
Stk24	96954_at	1814.3	P
Cd99	101047_at	8966.4	P
Wdr26	104611_at	1068.8	P
D11Ertd326e	101611_at	111.2	A
Ergic1	160184_at	1731.6	P
Ntan1	96666_at	147.3	P
6720456B07Rik	97311_at	5386.8	P
Pofut2	161677_r_at	33	A
Coil	97377_at	159.8	A
Efnb3	94160_at	1360.1	A
Sec22b	93440_at	828.3	P
Sema4a	161530_r_at	147.3	P
Skiv2l	103414_at	1355.3	P
Gabarapl1	93011_at	3285.1	P
Aldh2	96057_at	3170.4	P
C1qbp	96856_at	3749.2	M
Mapk8ip3	160880_at	173.8	A
Tdgf1	93002_r_at	65.9	A
Has1	100716_at	178.1	A
Htr2b	95332_at	20.9	A
Lsm4	93008_at	3456.9	P
1100001G20Rik	101912_at	-5.2	A
Fnbp4	101422_at	795.9	P
Chrng	161215_at	25.9	A
Commd5	94945_at	100.4	A
Golga3	93951_at	796.1	P
Mecr	160798_at	346.1	P
Mlf1	102061_at	-85.8	A
Mtcp1	103043_at	191.7	A
Cry1	94420_f_at	517.2	P
Fos	161716_at	-30	A
Rb1	161858_f_at	157.3	A
Tg	94154_at	-188.1	A
Saal1	103221_at	214.3	A
Bmpr1a	92767_at	475.3	P
Pdrg1	92806_at	3469.2	P
Ipo7	93970_at	794.4	P
Cdca4	96200_at	1875.3	P
Sbno1	161237_at	124.1	A
Zp2	162261_f_at	-74.3	A
C1qb	96020_at	-248.7	A
Tspan3	97912_at	36.9	A
Ptpn9	100976_at	3037.7	P
Atp6v1a	95746_at	4803.8	P
Numb	161912_r_at	123	A
Reck	103804_at	124.5	A
Rab10	160149_at	4297.8	P
Cox17	160230_at	7713.9	P
Tubb2a	161614_r_at	-19.2	A
Col4a1	101093_at	8517.9	P
Tcrb-J	93106_i_at	-49.3	A
Slc9a1	99922_at	-316	A
Taf1d	104640_f_at	987.2	P
Lactb2	97257_at	212.7	P
Rps6kb1	98439_at	409.1	P
Inhbe	97153_at	66.1	A
Arfgap2	99644_at	1788.3	P
Ctsg	92924_at	8.8	A
1700040I03Rik	95619_at	328	P
Ncf4	103662_at	69.4	A
Yme1l1	104535_at	442.7	P
Alg3	103790_at	1950.5	P
Chmp1b	161513_r_at	133.5	A
Fgf14	99424_at	-126.6	A
Cldn7	99561_f_at	-143.3	A
Pip4k2c	161763_r_at	39.5	A
Pdcd6	95412_at	2837.6	P
Rfng	101858_at	1185.8	P
Ghitm	100592_at	8718.5	P
Tomm70a	95432_f_at	2595.7	P
Topbp1	103071_at	897.2	P
Wdr92	99849_at	4704.2	P
Nup88	98146_at	2305.3	P
Gm5571	101347_at	128.3	A
Numb	99955_at	400	P
Timm9	96760_at	142.8	P
Nsdhl	98630_at	1251.6	P
Ints3	97329_at	1010.2	P
Klra7	97761_f_at	655.3	P
Olfr92	102168_at	49.4	A
Med23	95616_at	450.2	P
Epha2	103980_at	741.7	P
Ufc1	97807_at	1422.9	P
Sf1	99567_at	-8.2	A
Ptgfr	97769_at	1980.4	P
Hsd3b5	94795_at	82	M
Ppid	97445_at	1817.2	P
Unc93b1	160781_r_at	-16.5	A
Cyp3a11	93770_at	-140.3	A
Kif4	104644_at	1158.8	P
Gprasp1	100356_at	-310.4	A
Ube2k	92548_g_at	662.8	P
Gm13290	96968_at	526.2	A
Pgrmc1	101585_at	3234.9	P
Spna1	103941_at	-154.4	A
Pfkfb3	160641_at	184.6	A
Bdkrb2	98387_at	-106.8	A
Fmnl3	96512_at	1450.1	P
Ccna1	92911_at	24.6	A
Mrpl43	99674_at	2415.2	P
Usp7	95482_at	1978.3	P
Dck	98071_f_at	2784.6	P
Exosc5	97249_at	1351.4	P
Sms	160630_at	865	P
Tiam1	102283_at	372.2	P
Mcart1	161951_f_at	947	P
Slc25a25	98569_at	129.2	A
LOC544903	98765_f_at	364.2	A
Ephb6	102871_at	2008.5	P
Hrk	101189_at	-49.3	A
Fkbp1b	103248_at	69.1	A
Myo5b	161747_i_at	-13.5	A
Hspa8	96564_at	8238.4	P
Ift88	162392_r_at	976.8	P
Zic1	104169_at	-35.3	A
Clpp	93048_at	2253.5	P
Dhcr7	98989_at	871.8	P
Lgals2	160221_at	659.3	P
Cyp17a1	102416_at	239.2	A
Hp	96092_at	152.4	A
Xrcc1	161560_f_at	142.3	A
Pigx	160444_at	1351.8	P
Cbx3	100405_at	1614	P
Nme1	92794_f_at	894.8	P
Pla2g10	161034_at	144.7	A
Krt81	161175_r_at	188.1	A
Miip	162036_r_at	589.2	A
P2rx6	94631_at	-91.6	A
Hddc2	160659_at	625.5	P
Icos	98282_at	-126.8	A
Tmem126a	94508_at	1829.8	P
Slc2a4	162385_i_at	-0.8	A
Hils1	160404_at	-10.3	A
Aldh1a1	161956_at	214.5	A
Afg3l1	103625_at	1935.8	P
Rpl22	92857_at	746.4	P
Nfyc	94969_at	-97.7	A
Zmat3	92262_at	1686.2	P
Aars	94918_at	2741.6	P
Ptprcap	99478_at	1064.1	A
Rab33a	103224_at	67.5	A
Alb	94777_at	92.5	A
Ints5	161444_f_at	1252.3	P
1600014C10Rik	99422_at	-17.3	A
Srsf2	94017_s_at	11729.2	P
Star	161784_f_at	123.4	P
Icam5	92714_at	302.1	A
Sema4d	160836_at	245.3	P
1190002H23Rik	160359_at	422	A
Pltp	100927_at	227.7	A
Ccl5	98406_at	16.3	A
Mrpl46	104567_at	128.1	A
Hsp90b1	160499_at	14905.3	P
D17H6S56E-5	162344_at	55.5	A
Clta	100580_at	3011	A
Mrpl35	98904_at	1841.7	P
Zfp2	101158_at	-63.8	A
Kcnq1	99322_at	-66.6	A
Elp2	95513_at	641.2	P
Rsad2	104177_at	-73.2	A
Usf1	93656_g_at	473.3	A
Tardbp	160377_at	1516.5	P
Ereg	161158_f_at	12.2	A
Stk19	98456_at	418.3	P
Slc39a4	97320_at	152	A
LOC672291	102155_f_at	-18.3	A
Ndufv3	97874_at	1431.4	P
Inpp5j	103732_at	125.1	A
Igk-V32	101329_f_at	-1.9	A
Mpo	100414_s_at	35.1	A
Med28	95044_at	1774.5	P
Stac	94731_at	190	A
Jagn1	93579_at	1966.1	P
Lmo2	96810_at	225.2	P
Siae	103933_at	359.9	P
Rad21	94768_at	10508.6	P
Nab1	94408_at	3116.3	P
Hsd17b12	94276_at	5096.6	P
Il13ra2	95344_at	5	A
Casp9	100368_at	334.6	A
Pbrm1	98893_at	624.1	P
Bet1l	98052_at	344.1	P
Rad51l3	101924_at	158.5	M
Mapksp1	160126_at	1608.5	P
Rnaseh2a	96106_at	1103.1	P
Akap8	94390_at	465.5	P
Klc2	102636_at	-247.3	A
BC056474	98516_at	3576.7	P
Ip6k1	94244_at	1212.5	P
Prkcd	104531_at	4150.4	P
Adora2a	101363_at	997.1	P
Naa40	160191_at	748.5	P
Lyve1	160583_at	-30.6	A
Apoa5	95728_g_at	1108.9	A
Fez1	100876_at	74.4	A
Cntn1	92936_at	435	P
Mepce	161785_f_at	118	A
Sar1b	94870_f_at	2734.3	P
Serpinb6c	103306_at	97.3	A
1110036O03Rik	100471_at	-112.6	A
Psmg3	162356_r_at	176	A
Baz1b	103081_at	2439.7	P
Pkp2	104338_r_at	422.9	P
Fcgrt	97533_at	867.5	A
P2rx4	95586_at	531.2	P
Nfe2l2	92562_at	3939.3	P
Hlx	102657_at	207	A
Col3a1	98331_at	618.9	P
C77405	101692_r_at	-68	A
Ctf1	103037_at	80.5	A
Eif1ax	160111_at	1845.6	P
Tm7sf2	95383_at	1859.2	P
Abhd8	161243_f_at	101.7	A
Hic1	104462_at	232.7	A
Sh2d2a	100292_at	1444.5	A
Suclg1	96268_at	3078.5	P
6330416G13Rik	161029_at	168.5	P
Fxr2	99516_at	-133.1	A
Rdh7	100634_at	-90.7	A
Vamp5	92496_at	912.7	P
Mrps26	96864_at	981.8	P
Nek6	160846_at	1011.3	P
Fcna	102065_at	99.1	A
Fus	104355_at	23.5	A
Htr4	95323_at	2.7	A
Csf3r	93198_at	-544.7	A
Cd276	93174_at	3373.7	P
Nkx2-3	101334_at	-106.5	A
Mgmt	102285_at	121.6	A
Ppp6c	160821_r_at	317.9	P
Trio	104053_at	516.3	P
Commd1	95658_at	515.9	P
Diablo	100117_at	-7.9	A
Pvrl2	99933_at	389.1	A
Slc1a6	99845_at	163.3	A
Pja1	101461_f_at	5363.1	P
Dab1	102972_s_at	110.9	A
2900092E17Rik	162165_f_at	590.8	A
Ralgps2	104254_at	52.7	A
Mrpl38	96335_at	2708.8	P
Lifr	97006_s_at	73.2	A
Smarca4	98463_at	2297.9	P
Zfp106	95533_at	548.2	P
Txnl4a	96113_at	4023.5	P
Taf1b	99041_at	314.5	A
2010107H07Rik	93959_at	-27.2	A
Hp1bp3	96257_at	3983.1	P
Matr3	96013_r_at	475.8	P
Nsa2	97229_at	6240.7	P
2810428I15Rik	160278_at	1564.4	P
Mmp16	98280_at	-159.2	A
Rps4y2	98148_at	62.1	A
Degs2	101384_at	-83.6	A
Ccr5	102719_f_at	-2.7	A
Dbt	98966_at	151.5	P
Vmn2r37	100687_f_at	19.3	A
Pzp	97216_at	68.3	A
Nubp1	94528_at	1539.5	P
0910001L09Rik	97911_at	2435.6	P
Mpdu1	101901_at	858.1	P
Htr4	95321_at	-132.8	A
Cdk4	101017_at	3461.6	P
Gpx5	94692_at	-162.9	A
Crb3	104585_at	-274.1	A
Kcna2	99380_at	226.7	A
Ubr4	161314_r_at	116	A
Rabep1	103552_at	795.4	P
AA516738	94683_at	-73.4	A
Eif3m	96882_at	8324.5	P
Cntn3	96568_at	-218.2	A
Cdc7	103797_at	126.7	A
Ift46	161949_at	304.3	A
Mab21l2	95379_at	34.5	A
