GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Igf2r	95117_at	399.5	A
Hsd3b1	103072_at	-0.2	A
Six2	98839_at	-233.2	A
Ict1	99150_at	1991.3	P
Lig3	162060_r_at	91.2	A
Thrb	98795_at	109.8	A
Mtap7d1	97338_at	1.9	A
Zfp574	92432_at	147.7	A
Pstpip2	99433_at	167.1	M
BC005624	97554_at	876.9	P
Srsf1	101022_at	108.4	A
Ulk2	95537_at	498.2	P
Acrbp	161720_r_at	-1	A
Gpc4	102886_at	568.1	P
Rnf220	160282_at	1221.5	P
Igfbp4	101570_at	53.3	A
Macrod2	101440_at	442.4	P
Hgsnat	97863_at	1797.2	P
Pi4ka	104208_at	459.6	P
Abcd4	93867_at	410.3	P
Imp4	162197_at	23.1	A
Stat5b	92199_at	142.8	A
Srsf4	102093_f_at	383.2	A
C1qb	96020_at	-208.4	A
Plekha1	161027_f_at	69.7	A
Ces1d	101539_f_at	98.6	A
Bmp5	99393_at	156.1	A
Hoxb8	96418_r_at	642.8	P
Utp20	104463_at	530.3	P
Gnb1	97458_at	2598.2	P
Ubac1	97407_at	1348.1	P
Klf12	102088_at	36.6	A
Nt5e	93202_at	232.7	A
Itgax	104308_at	310	A
Brix1	160266_r_at	3707.9	P
Tex264	94226_at	1288.4	P
Ttc15	160394_at	688.7	P
Qsox1	96602_g_at	70.7	A
LOC544903	100376_f_at	61.7	A
BC026585	100344_at	2171.5	P
Syce2	95561_at	-4.9	A
Eif3l	96942_at	15607.1	P
Usp3	99086_g_at	451.9	P
Wdr77	94510_at	1599.9	P
Npy2r	100703_at	115.9	M
Clcn1	95376_at	-346.5	A
Mocs2	160637_at	1076.6	P
Actb	AFFX-b-ActinMur/M12481_M_st	423.6	P
Sncg	161859_f_at	392.6	P
Hoxc4	102660_at	17.7	A
Fgfr2	93091_s_at	-226.5	A
Efnb3	103692_at	504.6	A
Myl1	92541_at	113.5	A
Homer2	160695_i_at	38.1	A
Ckmt2	103618_at	155.4	A
Anxa3	101393_at	8152.7	P
Lfng	160601_at	-33.7	A
Pvalb	96720_f_at	109.9	A
Ssr4	101511_at	-69.1	A
Reep5	103886_at	2665.8	P
Mnat1	98979_at	1557.3	P
Crxos1	95353_at	-116.1	A
Itgam	98828_at	68.5	A
Ccl5	98406_at	174	A
Snhg6	96156_at	3638.4	P
C80256	95996_at	17.6	A
Naa15	93246_at	507.8	P
Snx17	161257_r_at	208.5	A
Tbc1d15	103471_at	1238.4	P
Chordc1	95050_at	2101.3	P
Rps4x	162244_r_at	-18.3	A
Rplp1	100694_at	43826.5	P
Chmp5	103076_at	2569.9	P
Dppa5a	160370_at	-22.5	A
Corin	103289_at	-37.4	A
Plin4	102763_at	489	P
Heph	104194_at	-11.2	A
Spop	160096_at	2034.6	P
Agtr2	161212_r_at	146.7	P
Nrk	93919_at	15.1	A
Ppia	101207_at	66937	P
Siah1a	100985_at	1242.4	P
Pla2g6	97965_at	369.8	A
Keg1	96938_at	-81	A
Igh-6	101745_f_at	9.3	A
Atf5	103006_at	1552.6	P
Oprl1	104474_s_at	-210.6	A
Sirpa	95804_g_at	694.5	P
Plbd1	98033_at	117.5	A
Vps26b	99139_at	541	A
Pik3r2	102759_at	1275.2	P
Krt17	92862_f_at	73.5	A
Slc2a4	102314_at	10.5	A
Mocs1	97175_at	-68.8	A
March6	104621_at	3326.8	P
Arpc5l	95538_at	1419.8	A
Ube2s	94274_at	4214.6	P
Cetn1	99995_at	-60	A
H2afv	96710_at	7239.5	P
Usp15	161870_at	254.2	A
Add1	94535_at	2123.3	P
Fam103a1	93059_at	2054.1	P
Cct2	160442_at	621.4	A
Klkb1	104344_at	73.1	P
Casp2	99049_at	1075.9	P
Mmp7	92917_at	-341.3	A
Suz12	101662_at	60	A
Btc	95310_at	-50.7	A
Cxcl12	160511_at	3581.7	P
Rbm3	96041_at	14934.4	P
Tyro3	96766_s_at	779.6	P
Atn1	97998_at	24.5	A
Tmem147	160235_at	1113.1	P
Trav12d-1	93223_at	-70.5	A
Ereg	98802_at	-172.8	A
Pdzk1ip1	96935_at	422.3	A
Tbc1d23	103901_at	86.1	A
2810407C02Rik	97292_at	4579	P
Irf6	92440_at	176.1	P
Adss	99038_at	2662.8	P
Eef2k	104481_at	18.2	A
Hnrnpa1	92724_at	1161.5	P
Impad1	95458_s_at	4183.7	P
Plrg1	101064_at	1796.8	P
Ak2	95148_at	2023	P
Cbx5	95614_at	2959.1	P
Rfk	101050_at	1164.6	P
BC052688	97129_at	-7.6	A
Gnai2	99596_f_at	41001.4	P
Lpgat1	104282_at	115	A
3110056O03Rik	98029_at	308.5	M
Cd86	102831_s_at	139.6	A
Aplnr	99368_at	-1304.6	A
Gng11	94377_at	52.9	P
Slc6a13	103934_at	543.3	A
Nab1	94408_at	3555.4	P
Dennd5a	104108_at	3695.6	P
Kcnq2	99450_at	284.2	A
BC031181	160366_at	2554.7	P
Ring1	103236_at	204.8	A
Hspa4	100353_g_at	1557.9	P
Snrpb	161335_r_at	73.5	A
Atp6v0e2	96955_at	1042	A
Usp15	95416_at	924	P
Psp	100080_at	-152	A
Odf2	160970_at	329.5	P
Mybbp1a	161287_f_at	698	P
Dgat1	162316_f_at	-126.2	A
Cbr2	93808_at	443.9	A
Atad3a	104103_at	-129.6	A
Usp38	160605_s_at	780.2	P
Cyb5r4	97922_at	2113.4	P
Zfp503	160660_r_at	71.3	A
Tubgcp3	104067_at	648.6	P
Aplp2	93498_s_at	2087.4	P
Ltc4s	162391_r_at	-11	A
Abca1	97198_at	-9.2	A
Wnt7a	101316_at	-97.4	A
Gm4137	97148_at	25.6	A
Pcdha12	101771_r_at	615.9	A
Krr1	98090_at	35.9	P
Plxnb2	160311_at	3705	P
Cbx6	160942_at	3076.2	P
Ptdss1	101931_at	1816.4	P
Cbr1	96110_at	-317.5	A
Zmiz2	102271_at	1285.2	A
Hrk	101189_at	90.2	A
Rabggta	93851_at	217.4	A
Dpysl4	93379_at	163.4	A
Cox6b2	160813_r_at	141	A
Tomm70a	95432_f_at	1484.4	P
Bcas3	103450_at	405.4	A
Aldh9a1	96243_f_at	966	P
2700007P21Rik	92268_at	3740	P
Map4k4	102195_at	482.8	P
Ikzf2	94630_at	-163.1	A
Mzt2	104301_at	1788.9	P
Ucp3	93392_at	191.9	A
Fastkd5	104157_at	169	A
Mcm6	100149_at	57.3	A
Tubb2a	161614_r_at	89.2	A
Traf4	162482_at	1115.7	P
Prr5	103511_at	-305.8	A
Onecut1	100737_at	10.8	A
Bmyc	99514_at	196.8	A
Ubr1	102247_at	199.4	P
Ntan1	96666_at	538.4	P
Myo7a	94713_at	1212.2	P
Ivd	104153_at	2326.5	P
Pou3f3	101305_at	-45.9	A
Lyst	94736_at	245.1	P
Eif4g2	100535_at	1014.3	P
Prim1	96772_at	1363.4	P
Scn1a	94201_at	-149.3	A
Snx5	93597_at	-25	A
Nup35	95075_at	886.7	P
Adi1	103429_i_at	482.3	P
Mpdz	100728_at	200.4	A
Ces2g	104000_at	-43.2	A
Zwint	160455_s_at	4893.7	P
S100a13	100960_g_at	3423.9	P
Mrpl18	93786_i_at	1977.4	P
Mrpl28	96652_at	2037.7	P
Tm2d2	98919_at	71.4	A
Gng5	94042_f_at	15002.3	P
Klrk1	93679_at	-119.7	A
Hccs	102007_at	77.3	A
Cd22	102939_s_at	-428.4	A
Ndufb3	93562_at	3963	P
Lman1	161288_r_at	-78.6	A
Fdps	162217_r_at	-3729.1	P
Bet1	162495_r_at	32.5	A
Yy1	99020_at	-633.3	A
Cnih2	160830_at	-571.6	A
Ptpn23	93702_at	1006.2	P
Gtf3c4	161798_r_at	81	A
Rfc3	160072_at	1032.5	P
Pon3	93940_at	474.6	P
Cldn11	100044_at	70.4	A
Kdm6a	102222_at	1087.8	P
Itpk1	99033_at	795.1	A
B3galt4	102267_at	206.2	A
Cux2	93129_at	-382.8	A
Hoxc9	92891_f_at	4.3	A
H2-M3	102730_at	54.8	A
Ndufa1	98118_at	-142.8	A
Ccdc90b	103873_i_at	764.4	P
Pdlim7	98413_at	-148.8	A
Ptpn20	93658_at	71.8	A
Nat2	92746_at	312.8	P
Srsf1	160141_r_at	227.5	A
Bub1	162264_s_at	107.6	A
0610031J06Rik	94047_at	4620.6	P
Cwc15	99616_s_at	1577.6	P
Rprd1a	162111_r_at	-20.2	A
Irf3	162425_f_at	-2.9	A
Dab2ip	97353_at	740.2	P
Asb3	161466_r_at	139.9	A
Usp3	99084_s_at	923.9	P
Galm	162038_f_at	53.5	A
Slc2a1	93738_at	890	P
Ceacam1	102805_at	80.9	A
Muc3	101390_at	-135.1	A
Jak2	101457_at	288.6	A
Akr1b7	102826_at	285.4	A
S100b	101467_at	75.1	A
2310004I24Rik	104334_at	1140.1	P
Zfp26	102277_at	146.4	A
Gm505	93408_at	482.5	P
Spata6	101520_at	845.8	P
Crct1	98518_f_at	15.8	A
Il10ra	96525_at	-75.8	A
H2-Q8	101658_f_at	156.7	A
2310008H09Rik	160872_f_at	720.7	P
Igh-5	101157_at	-140.7	A
Man2a1	104628_at	1353.1	P
Psma5	94841_at	6180	P
Rap1gds1	96733_at	3113.7	P
Spam1	92743_at	14.9	A
Gpc3	160158_at	153.7	A
Smu1	160177_at	3664.1	P
Tcea3	102344_s_at	-16.2	A
Gcsh	160385_at	2547.9	P
Dppa3	97283_at	55.9	A
Cstb	100581_at	13194.3	P
Sult3a1	99854_at	-66.9	A
Zfp64	103841_at	335	P
Hoxb7	92914_at	179	A
Capn5	102316_at	634.7	P
Dnmt3a	100479_at	40.7	A
Star	92213_at	72.7	A
Il4	92283_s_at	81.5	A
Cldn1	160415_at	109.7	A
Mrps15	95498_at	948.9	P
Rps5	99336_at	29290.8	P
Rab5b	98731_at	47.8	A
St3gal2	100279_at	-141	A
Pcdha9	101773_r_at	241.2	A
Bola3	160178_r_at	-18.1	A
Nfib	160859_s_at	3794.4	P
Golga3	93951_at	406.1	P
Sec61g	92636_f_at	11557.8	P
Il13	94168_at	-208.2	A
Elf1	161584_r_at	-44.4	A
Ptprc	101298_g_at	-156.2	A
Pdia3	101060_at	7072.8	P
Gabpb1	161341_f_at	47.3	A
Krt4	161647_f_at	-227.7	A
Xrcc5	96063_at	248.8	P
Ubp1	97304_at	904	P
Mbtd1	94352_at	352.8	P
Htr3a	92919_at	1037.2	A
Grid1	94619_at	269.1	A
Bmp15	92485_at	-485.9	A
Cd2ap	103281_at	561.7	P
Arpc5	96277_at	199.8	P
Pag1	103685_at	8.5	A
Rock1	100980_at	708	P
Gria4	101710_at	122.2	P
Cnr2	102674_at	107.3	A
Atg2a	103988_at	1336.2	P
Aox1	104011_at	78.4	A
Ncoa2	96508_at	-108.5	A
F2rl1	102915_at	207.6	P
Mrpl54	99630_at	636.8	P
Mid2	103967_at	119.2	P
Acadvl	93334_at	-77.6	A
Rag1	93683_at	107.1	A
Psmd5	96698_at	4425.9	P
Cnga1	95389_at	-91	A
Wdr26	104612_g_at	559.6	P
Ppp1r2	95681_f_at	283	P
Mdp1	95447_at	1454.5	P
Polr2i	96306_at	-70.7	A
H2-Q7	98438_f_at	4525.5	P
Ins1	97658_f_at	118.6	A
Tmem229b	103424_at	391.8	A
St8sia5	99320_at	385.7	A
Lonp1	160328_at	518	P
Ankzf1	94479_at	-120.1	A
Dpt	96742_at	-51.4	A
Ppif	99159_at	418.3	A
Miox	93781_at	-454.1	A
Dkk2	161117_at	-120.8	A
Igfals	162450_f_at	-30.7	A
Rsl24d1	102387_at	1608.9	P
2310016M24Rik	162301_f_at	771.7	P
Dll1	161634_r_at	-165.9	A
Reep5	96115_at	10719.1	P
Gna11	102196_at	988.7	P
Tbx15	102256_at	261.1	A
Cpe	99643_f_at	4901	P
Igl-C1	93639_r_at	208.1	A
Cox8c	161475_f_at	0.6	A
Fcgr1	102879_s_at	1170.5	P
Cox18	162029_r_at	-97.5	A
Adam11	93920_at	263.8	A
Ncf2	102326_at	-63.5	A
Ptafr	94158_f_at	190.5	P
Il1rap	103769_at	330.9	A
Lrrc58	160676_at	5077.1	P
Serpinf1	93574_at	1331	P
H2-Ab1	100998_at	182.7	A
Gabrb1	92749_at	-149.7	A
Serf1	103094_at	434	P
Cxcr2	94137_at	40.4	A
Clrn3	160855_at	84.6	A
Rnaseh1	102031_at	107.8	A
Dhx9	103598_at	1345.1	P
Plxnd1	97967_at	1100.4	P
Tiam1	102283_at	375.9	P
Cbfa2t3	102397_at	50.9	A
Psma7	93988_at	7901.9	P
Hnrpdl	161372_f_at	40.6	A
Ncoa6	95525_at	1231.2	P
Rarg	102419_at	1039.2	P
Fbxl5	96031_r_at	417.5	M
Rhoc	96056_at	7313.3	P
Nab2	100962_at	2130.9	P
Ddx27	161131_r_at	623.4	P
1200011I18Rik	104759_at	390.3	M
Psg19	97196_at	-34.3	A
Ucp2	92792_at	-219.6	A
Ubqln1	99575_at	3523.3	P
Txndc9	97900_at	1629.1	P
Syt2	93159_at	-108.5	A
Odf2	100626_at	93.5	A
Psmb4	98557_f_at	8672.1	P
Gyg	162262_f_at	246.1	P
Dnajb9	96680_at	238.1	P
Slc16a2	162219_f_at	99.4	A
Ptgfr	97769_at	2038	P
Xrn1	98283_at	281.2	A
2810449G22Rik	162405_at	-14.1	A
Myh7	98616_f_at	-147.6	A
Pacsin1	92949_at	485.1	A
Flot1	95095_at	2092.1	P
Eif2ak3	103537_at	168	M
Stk11ip	97131_at	-114.5	A
Piga	161433_f_at	265.3	M
Zfp146	98285_at	300.2	A
Rho	96567_at	179.5	A
Naca	98571_s_at	14664.6	P
Lama5	99931_at	853.8	P
Kdelr2	162201_r_at	168.1	P
C1qb	162276_i_at	123.7	A
Lrpprc	104212_at	1681.2	P
Dap3	94524_at	2660.3	P
Snrpd3	98077_at	1663.4	P
Cct5	93295_at	12333.8	P
Rrbp1	92850_at	2450.6	P
Foxa3	98324_at	123.9	A
Igk	101633_at	62.1	A
Zfp94	161465_r_at	-635.7	A
BC005537	94830_at	2687.1	P
Sar1b	94871_r_at	775.6	P
Tead1	161383_r_at	992.4	A
Upp2	104213_at	18.9	A
Cdk5rap3	96155_at	1757.2	P
Srsf10	102046_at	86.8	P
Gfi1b	102260_at	175.1	A
Cyp2b9	101862_at	-198.4	A
Snapc3	97705_at	294.4	P
Kank3	96786_s_at	-164.6	A
Slfn1	102264_at	14.2	A
Postn	92593_at	3086.1	P
Csnk1d	97262_at	3050.9	P
Rgs4	94155_at	-95.3	A
Slc25a20	95695_at	1439.7	P
Cyp2e1	93996_at	137.8	A
Hnrnpab	94896_at	2288.1	P
1700012B15Rik	95924_at	-66.3	A
Htr5b	98810_at	-64	A
Emg1	160531_at	3216.5	P
Cldn7	99561_f_at	-106.9	A
Runx2	92677_s_at	518.1	A
Klra3	93893_f_at	-55.4	A
Ptgdr	98856_at	-40.4	A
Mpg	94857_at	1002.6	P
Mapk12	92323_at	15	A
Gfra1	93872_at	160.2	P
Gpsm3	94442_s_at	253.2	A
Polk	97651_at	125.8	P
Polr3k	104303_i_at	1317.4	P
Klk6	92353_at	-0.2	A
Tnfaip1	93215_at	1137.1	P
Fbln1	94309_g_at	2246.2	P
Uhmk1	96165_at	695	P
Nedd8	162180_r_at	316.6	P
Wdr75	96552_at	496.1	A
Ly6a	93078_at	42885.4	P
Uba5	102813_f_at	895.7	P
Nppc	94156_at	101.5	A
Atp5d	94279_at	20.4	A
Hira	102709_at	233.8	A
Fpgs	160850_at	1033.9	P
Npy5r	94115_at	-127	A
Hoxd1	98820_g_at	70.3	P
Bdnf	102727_at	2495.8	P
AA408251	97194_at	42	A
Zfp617	100713_at	573.5	P
Rcn3	96347_at	168.3	P
Gck	102651_at	-107	A
Gm10879	94725_f_at	470.7	A
Hoxa6	102580_r_at	436	A
Pafah1b3	100576_at	2142.3	P
Tbx2	92705_at	-166.7	A
Creb1	102673_at	100.9	A
LOC100502924	97645_f_at	222.2	A
Tcrb-J	93107_r_at	37.4	A
Renbp	96154_at	1946.2	P
Hbs1l	94484_at	1723.1	P
Arf3	95889_at	909.7	P
Pip5k1c	94119_at	-2309.8	A
Sema7a	97794_at	263.4	A
Seh1l	160758_at	773.7	P
Slc25a19	97373_at	504.5	A
Cd80	93905_at	223.1	A
Mrpl12	160431_at	2958.3	P
Eif2ak1	93737_at	770.4	A
Cftr	94757_at	141.4	A
Ifna4	101789_i_at	59.8	A
Zfp42	98414_at	-124.2	A
Bat1a	160384_at	9297.5	P
Itgb2	102353_at	271.1	P
Dram2	96688_at	180.8	A
Plk4	98996_at	2139.6	P
Itch	101905_at	4150.2	P
Nckap1l	104508_at	96.8	A
Myadm	96285_at	15851.1	P
Rdh16	102013_at	-136	A
Nr6a1	92696_at	140.1	P
Dguok	99544_at	931	P
Isca2	96021_at	840.7	P
Psmb10	101486_at	3045.6	P
Ccr2	93397_at	60.8	A
Rab3il1	101221_at	180	A
H2-Q1	92222_f_at	-38.5	A
Dctpp1	96293_at	1613.1	P
Mylpf	162101_f_at	-54.6	A
Crygc	96586_at	-137.9	A
Gtpbp1	103436_at	415.5	P
E2f1	102963_at	392.5	A
Ryr1	100003_at	33.3	A
Faf1	160098_s_at	1024.3	P
Rtn1	94545_at	253.4	A
Raly	98511_at	945.7	P
Papola	160681_at	774.8	P
Hist1h1b	99803_at	-53.9	A
Apobec2	97234_at	208.2	A
Rara	92901_at	281	A
Zc3h11a	94845_at	2455.9	P
Gm5081	95018_r_at	2133.9	P
Hspa4l	99489_at	967.9	P
Gosr2	94071_at	1711.3	P
Slc6a2	99408_at	505.6	A
Npr3	160989_r_at	105.8	P
Utp18	161737_at	329.3	P
Edem1	104065_at	350.7	P
Gtf3c1	97354_at	1086.8	P
Atp13a2	104433_at	684.7	P
Ndel1	98884_r_at	739.7	P
Rps4y2	98148_at	63.2	A
Anapc4	94954_at	3337	P
Tmem191c	161794_i_at	-11	A
Mfsd1	94548_at	3450.2	P
Evx1	98815_at	-237.3	A
Adam12	92414_at	97.9	A
Agfg1	100954_at	943.7	P
Pcdh12	94169_at	-224.8	A
Mff	95140_at	2736.3	P
Zfp871	104327_at	826.3	P
Timp1	101464_at	30047.7	P
Dido1	95914_at	273.2	A
Cs	99666_at	4433.7	P
Ptpn21	99970_at	441.9	P
Ankrd10	92787_at	1619.6	P
Pacs1	104648_at	681.8	P
Prss8	100909_at	-339.2	A
Dnajb2	98451_at	852.4	P
Cdk8	96726_at	1109.9	P
Dusp12	98431_at	587.2	P
Hdgfrp2	98599_at	807.6	P
Clcn3	94465_g_at	344.4	P
Tceb1	94008_at	1683.8	P
Akr1b3	100067_at	-75.8	A
Slc8a1	99524_at	-61.9	A
Tug1	161749_r_at	429.1	A
Ythdf2	94895_at	646.8	P
Fcgbp	97826_at	547.9	A
Id3	92614_at	6983.9	P
Tcp11	97381_s_at	354.1	A
B4galnt2	103776_at	122.7	A
Ilk	101499_at	5113.6	P
Plau	97772_at	303.4	P
Prps2	161038_at	165.1	A
Tfrc	103958_g_at	2972.5	P
Ccnd1	94231_at	1248.7	P
Slc4a2	100020_at	1732.3	P
Eif6	94826_at	5631.7	P
Lin7b	103253_at	-187.8	A
Banp	98512_at	576.7	A
Cpeb1	160680_at	-71.6	A
Lpcat3	98965_at	791.6	P
Clps	160132_at	-497.2	A
Cbx1	160797_r_at	52.1	A
C80719	96389_at	95.9	A
Tmed1	160061_at	-71.1	A
Ndufa13	93764_at	4719.7	P
Slc7a1	101208_at	-0.4	A
Atp5d	161494_f_at	1176.8	P
Ambra1	162203_r_at	99.9	P
Ncam1	100152_at	-42.3	A
Prelid1	93774_at	6345.3	P
Sypl	96019_at	6351	P
Tlx3	103948_at	-301.9	A
Rpl41	100213_f_at	91046.4	P
Top2a	99578_at	3424.7	P
Orm1	100436_at	2925.9	P
Gpr137b	103923_at	1492.7	P
Oat	92848_at	2599	P
Pkp2	162194_r_at	29.8	A
Polr1d	98082_at	-134.5	A
Pqlc1	160801_at	582.1	P
Sntb1	93384_at	99.8	A
Scamp1	162426_f_at	3325.3	P
Immp1l	96068_at	2512.4	P
Gnai2	99597_at	2215.6	P
Nkx3-2	100714_at	62.8	A
Hist2h2be	102558_at	-106.5	A
F10	96501_at	-306.3	A
Ngf	102298_at	32.1	A
Ros1	97765_g_at	-21.5	A
Mid1ip1	95134_at	1271	P
Il1rl1	98500_at	541.1	P
Actb	AFFX-b-ActinMur/M12481_5_st	338.8	A
Gimap1	92489_at	-178.2	A
Pim1	99384_at	-130.3	A
Mipol1	95855_at	107.7	A
Rpp21	96618_at	280.9	A
Gmcl1	100281_at	275.2	A
Slc27a3	92686_at	-420.2	A
Ndst1	92516_at	118.9	P
Top1	95694_at	4225.3	P
Bet1	101401_at	176.5	P
Hsd17b2	101891_at	4.7	A
Slc30a5	94470_i_at	1310.8	P
Tollip	93886_at	-73.2	A
Mmp9	99957_at	-182.5	A
C79015	101600_at	329.6	A
Tpd52	162463_at	132.3	A
Uncx	92499_at	97.7	A
Odf2	161262_r_at	-60.7	A
Zcchc3	103375_at	-77.1	A
Ncf4	103662_at	-20.7	A
Ddhd1	160935_at	149.3	A
Pkm2	96066_s_at	35980.6	P
Sphk1	103839_at	548.4	P
Slc10a1	100339_at	305.9	P
Olfr70	97005_at	642.5	P
S100a3	101051_at	1212.5	P
Cmtm7	98492_at	3975.2	P
Psg16	102694_at	120.8	P
Ptpra	161811_f_at	-163.4	A
Eif5b	98142_at	510	P
Pglyrp1	104099_at	117.2	A
Slc19a1	94419_at	294.8	A
Polr2a	103054_at	2507.7	P
Btk	161971_r_at	-22.8	A
Ihh	103949_at	102.4	A
AU040320	104095_at	1048.7	P
Eya2	104292_at	337	A
Mkl1	103779_at	1911.1	P
Cbr3	161042_at	105.4	A
Creb1	102672_g_at	132.8	M
Scn10a	98302_at	39.2	A
Fhdc1	104207_at	197.9	A
Nat6	104439_at	308	A
Ypel3	96615_at	2252.9	P
Cnbp	101086_f_at	7697.6	P
Ubap2l	96578_r_at	820.3	P
Ppp2r4	93762_at	7141.8	P
2010107H07Rik	93959_at	45.8	A
Zfp14	95315_at	-87.5	A
Serpina6	96227_at	330.6	A
Spns1	92622_at	1319	P
Scd1	94057_g_at	8030	P
Krt35	98998_r_at	-2247.9	A
Saa3	102712_at	244.7	P
Rbpms	103888_at	-415.3	A
Gcap8	101134_at	-51.1	A
Slc35a1	104380_at	905	P
Six1	92722_f_at	221.9	P
Coq5	97397_at	360	P
Cd82	99585_at	365.2	A
Gpi1	100574_f_at	13576.2	P
Zfp54	102625_f_at	82.9	A
Fbp1	96918_at	-10.8	A
Ap1g1	103242_at	2008.2	P
Repin1	160995_at	1069.5	P
Otog	94625_at	175.4	A
St6gal1	94431_at	54.2	A
Akt1s1	94290_at	883.4	P
Mobkl1b	95647_f_at	2256.5	P
Vdac1	98139_at	56.2	A
Cx3cl1	161752_r_at	-435.8	A
Kars	96324_at	112	A
Fbxo3	161491_r_at	361.4	P
Akr7a5	96069_at	2346.4	P
Phospho2	101978_at	-117.3	A
Dnase1l3	94107_at	-76.9	A
Hnf1b	162159_i_at	156.8	A
Ddx56	96245_at	1013.5	P
Gad1	103061_at	25.6	A
H2-Ke6	102992_at	124.6	A
Eif4ebp2	96729_at	-41.2	A
Ppp2r2b	92691_at	563.1	P
Mylk	93482_at	1050.3	P
Stip1	100081_at	5261.2	P
E2f5	98995_at	404	P
Pter	93542_at	840.5	P
Rpe	99647_at	594.2	A
Cops4	101976_at	2053.1	P
Myh4	161545_r_at	518.7	P
Lhx5	101192_at	-104.2	A
Mfsd4	93479_at	-16.8	A
Areg	99915_at	1639.4	P
Vps72	160363_at	1693.7	P
Sts	98860_at	169.4	A
Tspan6	92555_at	16.1	A
Prom1	93389_at	89.3	A
Hist1h2bp	161394_f_at	88.2	A
Masp2	98481_at	44.3	A
Kif23	96168_at	2626.6	P
Fam3c	97770_s_at	539.6	P
2310001A20Rik	160217_at	435.6	P
Jak2	96488_at	-78.2	A
Clgn	104029_at	140.6	A
P2ry2	104479_at	152.8	A
Polg2	162277_r_at	96	A
Pole2	101920_at	260.1	A
Alg3	162337_f_at	735	P
Hibch	103939_at	86.1	A
Apoa1bp	94032_at	4784.3	P
Ighg	102825_at	-15.9	A
Gpx5	94692_at	271.5	A
Mycs	102581_at	121.4	A
Ppp1r3c	93933_at	424.3	P
Upp1	161325_at	545.5	P
Grm8	94622_at	-27	A
C80913	103682_at	603.3	P
Gfra2	92449_at	224.1	P
Sh3gl1	93275_at	2287.5	P
Nhp2	97824_at	6479.2	P
Dmkn	96908_at	44.1	A
Polm	104690_at	2922.2	P
Prss23	94238_at	3363.2	P
Prosc	101568_at	705.6	P
Dedd	160160_at	47.5	A
Josd1	97401_at	2957.9	P
D930048N14Rik	104411_at	-125.6	A
Ttc1	161887_r_at	1345.3	P
Slc4a7	93471_at	809.1	P
Srcin1	94130_at	462.6	A
D7Ertd183e	95872_at	-129.1	A
Cmtm3	97360_at	867.4	P
Ciita	102917_at	91.8	A
Rsph1	160599_r_at	-924.7	A
Ina	94335_r_at	-54.1	A
Emid1	161611_f_at	830	A
Cdh16	93515_at	-202	A
Pcnp	99195_at	-4.6	A
Fhod3	104255_at	471.6	P
Mrpl50	96861_at	585	P
Cadps	92989_f_at	153.4	A
Slc9a1	99922_at	-309.2	M
Vpreb1	161297_f_at	78.8	A
Tm9sf3	162226_r_at	-32.6	A
Gm1077	96972_f_at	199.2	A
Hist1h1c	94288_at	4665.9	P
Usp8	98972_at	449.6	P
Nhsl2	161100_at	-87.8	A
Pex11b	103815_at	585	P
Stk19	98456_at	288.1	A
Tmem208	96342_at	2906.1	P
Mccc1	94940_at	366.6	P
Ap2a2	102835_at	2484	P
Oxt	94775_at	159.1	A
Cggbp1	160575_at	4105.6	P
Aifm1	96858_at	3743.6	P
Ficd	103476_at	361.1	A
Kcnq2	99449_at	198.7	A
Ogg1	160882_at	592	P
Mrpl9	102058_at	391.6	P
Zfp651	97158_at	351.9	A
Zfp275	104002_at	1455.2	P
Zmym4	104196_at	507.8	P
Ankrd40	94955_at	630.9	P
Gpr182	104271_at	405.9	P
Ifna4	101790_f_at	14.2	A
Ercc5	103483_at	589.4	P
Srcap	97163_g_at	514.6	P
Fyttd1	102427_at	2144.9	P
Klrb1a	94772_at	62.9	A
Nfe2l2	92562_at	5006.3	P
Fut4	99406_at	61.6	A
Itpr2	94565_at	-24.6	A
Slc34a1	101552_at	187	A
BC051019	102640_at	310.8	A
Gosr2	99986_at	1157.7	P
Dalrd3	160346_at	840.2	P
Tuba1c	101543_f_at	50531.4	P
Jund	102364_at	19718	P
Morf4l2	96632_at	16764.8	P
Asgr2	102662_at	-212.2	A
Ddx18	100037_at	758.7	P
Cyc1	162469_r_at	2320.8	A
Sgpp1	94501_at	2555.3	P
Snrpd2	95049_at	15068	P
BC013529	103580_at	150	A
Supt5h	100094_at	2617.8	P
Mrps18a	94327_at	2347.7	P
Plod3	160742_at	1880.6	P
Uqcrc1	101989_at	6849	P
Limk1	102888_s_at	366.4	P
Slc27a5	92612_at	-25.1	A
Dhrs7	95620_at	1460.7	P
Erh	94040_at	11760.4	P
Nup50	93047_at	1468.4	P
Hmox2	101062_at	276.8	P
Tectb	98301_at	18	A
Pip5k1a	104663_at	967.6	P
Pbx1	94803_at	232.8	P
Rab6	98927_at	3689.6	P
Krt81	162375_i_at	-36.2	A
Rasgrp1	98307_at	-98.2	A
Ly6g6c	93197_at	-6.9	A
Itgav	104385_i_at	2340.3	P
Brd7	161290_r_at	43.8	A
Otub1	162225_f_at	148.3	A
Ppp2r5c	98993_at	3221.4	P
Pip5k1b	101649_at	-47.6	A
Pde1a	160861_s_at	103.5	A
2410004N09Rik	104513_at	901.2	P
Syncrip	95606_at	379.3	P
Tug1	103400_at	1640.7	P
