"","GSM6207","GSM6208","GSM6209","GSM6210","GSM6211","GSM6212","GSM6213","GSM6214","GSM6215","GSM6216","GSM6217","GSM6218"
"Dao:AB003400_at",NA,NA,NA,NA,2.96347412397489,3.51096191927738,5.65821148275179,NA,NA,NA,NA,NA
"B3galt4:AB003478_at",NA,NA,NA,NA,NA,NA,NA,NA,6.25927248703759,NA,NA,NA
"B3galt4:AB003478_g_at",NA,7.56529252058102,NA,NA,NA,NA,NA,NA,6.94719858426206,NA,6.20359271420771,7.2881739681123
"LOC100359937///LOC501441///Gabarapl2:AB003515_at",11.5018869321494,11.7496180649011,12.1608798618393,12.6271462563015,13.2473638505957,13.0899469634979,12.9125151448024,11.585854516753,11.5520926727716,11.8700949597149,11.6257088430645,11.524884473545
"Homer1:AB003726_at",7.9413411054853,7.7292808460274,7.19278595925112,7.94836723158468,6.91288933622996,7.62351574149055,7.72860081064319,7.75221336786514,7.64961545906341,7.20847824221171,7.66177809777199,7.61249994573944
"Krtap1-1:AB003753cds#1_at",6.0639343057541,6.48864353985378,6.43128865429159,7.0703893278914,5.23266075679027,6.02680005934372,6.10013667128545,NA,NA,NA,4.15380533607904,6.79960542245267
"Krtap1-5:AB003753cds#2_at",6.20554891117303,NA,5.10852445677817,6.50620838930675,6.98527271425345,7.4245862262511,8.0503928599799,5.10013667128545,5.51727569320958,NA,1.13750352374994,6.89117612475454
"Snap25:AB003991_at",9.62150246549624,9.4112991229642,7.91288933622996,8.84014847548695,9.88874324889826,9.9851303734669,9.05934446082443,8.17192735435346,8.34429590791582,8.0639343057541,9.51155501077222,9.4448078446426
"Snap25:AB003991_g_at",6.68088692071969,7.45038647903429,7.11790278909403,7.68580001974489,7.20847824221171,7.44790974874208,7.65821148275179,6.91049283228871,6.94836723158468,6.25550073314839,5.37155886261196,7.42374622911477
"Snap25:AB003992_s_at",NA,-0.514573172829758,NA,NA,NA,3.95419631038688,4.69488019279919,NA,NA,NA,NA,NA
"Barhl2:AB004056_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyp51:AB004096_at",10.0613711926598,10.5241498912852,11.1994269676709,10.3766680618577,9.63354019307246,10.0112272554233,9.43567026093655,11.0077281146323,10.4310796740579,10.4875386036501,11.284014344738,11.7937658573096
"Pnck:AB004267_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pnck:AB004267_g_at",6.55612281784117,NA,NA,6.12928301694497,NA,NA,NA,3.53605290024021,NA,NA,NA,NA
"Pcdhga1///Pcdhga12///Pcdhga10///Pcdhga3///Pcdhga2///Pcdhgb8///Pcdhgb7///Pcdhga8///Pcdhga5///Pcdhga7///Pcdhga11///Pcdhga9///Pcdhgc3:AB004276_s_at",NA,NA,6.46270675067016,NA,5.79701297783614,5.5668151540109,0.765534746362977,NA,NA,5.76022094646651,NA,6.04875931191986
"Pcdhga1///Pcdhga12///Pcdhga10///Pcdhga3///Pcdhga2///Pcdhgb8///Pcdhgb7///Pcdhga8///Pcdhga5///Pcdhga7///Pcdhga11///Pcdhga9///Pcdhgc3:AB004277_at",10.558037984777,9.90719112577123,10.5651020783603,10.6028844087184,11.063664718714,10.8749045247862,11.0810173330294,11.5105663894487,9.30058135979597,11.5333784054065,10.6505132716762,10.8885149563049
":AB004278_at",6.54225804976692,7.56376827845203,5.68369645430652,6.95070169008901,6.22881869049588,5.68650052718322,6.31831684133498,7.11790278909403,7.01457846492289,7.84297883178833,6.34518344718767,7.66106547980695
"Acacb:AB004329_at",NA,NA,NA,2.98185265328974,NA,4.93073733756289,3.92599941855622,NA,NA,NA,NA,0.263034405833794
"Slc22a6:AB004559_at",8.54032180596415,8.33360262826828,8.4757334309664,8.65463602852797,8.70424950200186,8.48139582415413,7.04439411935845,8.48139582415413,8.69939893773701,8.61286849729104,8.60028462289809,8.58270652678079
"Fgf18:AB004638_at",NA,NA,5.38887833881199,6.81121411751324,6.54689445988764,6.10852445677817,6.35226417325832,NA,6.13545278418517,5.55151601762801,-1.73696559416621,NA
"Cd79b:AB004831cds_at",5.39917109381982,6.00674683244058,4.85798099512757,6.81634370528486,6.12308675098106,6.94251450533924,6.7279204545632,6.93428059364002,6.21140163741847,7.02680005934372,NA,5.47897180503294
"Ucp2:AB005143_s_at",10.3409627642517,10.1400628556982,10.4757334309664,9.83857365266832,10.2338593071964,10.561478891501,10.8612420261548,9.54785850605842,10.0762811665795,9.69296414718707,9.82686622653697,9.59039991779973
":AB005146_at",NA,2.0703893278914,NA,4.23266075679027,NA,NA,5.98413359454098,NA,NA,NA,NA,NA
"Cdk17:AB005540_at",9.87866404280189,8.90147031982427,8.95099323197964,9.37046946058112,9.90659000282883,9.26068435637966,9.84313591111135,9.41869594960205,9.4549161375148,9.66231233034276,9.53644150496738,9.5352753766208
"Cdk17:AB005540_g_at",8.71355835640479,8.57516103342539,7.7983097824546,8.1853710292354,8.75655632252409,8.79083718699795,8.76586620990054,8.71561885907482,8.91258999085263,9.06716542701711,8.8712892278117,9.00758797231917
"Cdk18:AB005541_at",NA,NA,6.5077946401987,6.18388345903223,NA,5.55151601762801,NA,NA,NA,6.2364926183813,NA,6.09592441999854
"Aqp8:AB005547_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26865895502767
"Pard3:AB005549_at",9.49765228026764,9.63843591399047,9.10355009275797,8.97125613587215,8.90147031982427,8.68123841177781,8.71836162613836,9.48964729348844,9.930293818051,10.2462655589627,10.4400386004947,10.3177517655215
"Cd36:AB005743_at",NA,3.83794324189103,2.86789646399265,NA,NA,NA,NA,NA,NA,NA,6.23840473932508,3.74416109557041
"LOC100365047///Cd36:AB005743_g_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olr1:AB005900_at",NA,4.68369645430652,4.60288440871842,3.78659636189081,5.15785216914174,5.70043971814109,5.59693514238723,3.88752527074159,5.81506301719287,NA,NA,2.76553474636298
"Star:AB006007_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06608919045777,NA,NA
"Rgs8:AB006013_at",7.43045255166553,7.60806996772166,7.29553937040683,8.01290383323064,7.87467403163581,7.79441586635011,8.04165915163721,6.74416109557041,7.86974805146507,7.51412226017071,7.88325423134128,7.7714894695006
"Fut1:AB006137_at",8.80283944093511,8.65678236421899,9.4483228325075,8.32102612859297,8.60102789702112,8.41447383643093,8.02845864742548,7.75755668893945,7.8923910259134,8.6006563078263,8.73809225962049,8.49705344454508
"Fut2:AB006138_at",7.43212427264156,NA,7.30924896081662,4.43962313755712,5.66106547980695,NA,NA,4.72246602447109,NA,4.72246602447109,7.17092652528738,7.10118781525974
"Timm17a:AB006450_at",11.5031797588391,11.9091805584238,11.655441278657,11.2567983860794,11.5438051759644,11.2649116930745,11.1906889287682,11.8563477112604,12.334189470225,11.6812823421394,11.6359901302066,11.352871054678
"LOC100362432///Timm23b///Timm23:AB006451_at",12.6808210066116,12.6718948418586,12.6904345563951,12.3194745552822,12.2876835253601,12.0422749715791,11.7099453802325,12.8757109609401,12.9317901502655,12.4737818391234,12.5088841768575,12.1901024485398
"Ncdn:AB006461_at",10.0419328818422,9.27891401949994,9.46147944728616,8.63117705570398,9.48944659862258,9.07895134139482,9.05934446082443,9.05338290258571,9.71390197794766,8.92392167613636,9.21067134378562,8.81826260830447
"Chkb:AB006607_at",10.0173652052927,10.0193127256514,10.3319246204326,10.091832039868,10.2651461823136,10.5789387130934,10.6396120364355,10.4283601727043,10.6339941991312,10.433376793375,10.2148047949481,10.6039044727461
"Chkb:AB006607_g_at",10.4423215104798,10.6159973899757,10.6693280043959,10.4440831063672,10.6847486204216,10.7862696276485,11.0712612293396,10.6406968375701,11.0873965394033,10.5124441911029,10.8131398508905,10.9794251953315
"Pfkfb3:AB006710_s_at",NA,6.33091687811462,5.7839804136838,3.8073549220576,4.41278152533848,NA,NA,NA,NA,NA,5.43962313755712,4.38543103719352
"Pcdhga11:AB006802_at",9.27589169375814,9.25455625190949,8.72996056101802,9.16490692667569,9.13878375725385,8.67630972700068,9.14974711950468,9.03589878732341,9.00870872983593,8.74986942739684,9.40066600406922,9.0930213465869
"Vof16:AB006880mRNA_at",4.18586654531133,5.5668151540109,NA,NA,3.75488750216347,4.52356195605701,5.03562390973072,3.72246602447109,NA,5.5668151540109,5.16992500144231,5.8972404255748
"Vof16:AB006881mRNA_at",8.65176927141799,6.28725064325462,7.3327079336406,7.40343816300828,7.44377239276374,7.88630626345243,8.28586454703185,7.6387978999517,8.21480479494805,8.37242979233409,8.50898318485542,8.04930403348226
":AB006883mRNA_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trip10:AB006914_at",7.30560578958543,7.8820316083521,8.23314029644597,8.19179950106508,8.22255342742343,8.45779126025604,8.40471582659663,7.27239650903748,8.0911708900279,8.54264498688628,8.44418666269936,7.83983364841731
"Cybrd1:AB007601mRNA_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43295940727611,NA
"Homer1:AB007688_s_at",NA,NA,NA,NA,NA,NA,4.8972404255748,5.43962313755712,NA,NA,NA,NA
"Homer2:AB007689_at",10.4839165206071,10.7543029586839,9.6748984331333,9.69418374333315,9.07173049656741,8.83794324189103,8.72553667843106,9.62003649809878,11.3452389002671,10.7079630048009,10.1160839927638,10.1010564641383
"Homer2:AB007689_g_at",9.78348939488926,9.11296071164303,8.15025502130218,7.80606622608903,7.22689381357139,6.81378119121704,6.88874324889826,8.29462074889163,9.35909064501474,9.54206454228344,8.36894291440495,8.50819093055715
"Homer2:AB007690_s_at",10.4211180813393,9.81153525163608,9.17317741512042,9.02125762056052,8.27984269352035,8.20994068029019,8.49305484153943,9.31152127982613,10.103287808412,10.0191737042067,9.03782146543497,9.64385618977473
"Cad:AB007768_at",9.8837124479692,NA,9.19819945543749,7.96173907260414,1.32192809488736,NA,NA,4.75488750216347,NA,6.65963918701565,7.8648051942415,8.29094040240368
"RT1-DOb:AB008110cds_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyp2d2:AB008423_s_at",NA,7.85549144310187,7.9413411054853,8.13288525362516,8.74953426766926,7.35755200461808,NA,6.96231765494231,7.62278396615612,8.21626083716506,8.68650052718322,7.14873077917319
"Cyp2d3:AB008424_s_at",8.10433665981474,NA,7.29829173062012,8.18239435340453,8.15633593669436,7.49425558654498,7.69348695749933,6.95535930524299,6.467605550083,7.90207357931074,NA,5.06608919045777
"Dync1li2:AB008521_s_at",9.41320478925258,8.23266075679028,8.58308276750293,9.07815080773465,7.46515822966425,7.19770815795585,6.93310047493137,8.22448410023199,7.467605550083,8.01569380710515,7.72655877910497,8.50104099556592
"Dync1li2:AB008522_s_at",NA,NA,2.82781902461732,3.51096191927738,NA,NA,NA,NA,NA,NA,NA,NA
"Alcam:AB008538_at",7.52120781622399,6.60288440871842,8.63299519714296,9.11322124347957,9.89481776330794,9.27356251172028,9.27891401949994,7.3566720442121,6.94016675048282,7.38370429247405,7.7515440590891,8.24079133216196
"Fgf17:AB008682_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctnnd2:AB008752_at",NA,5.94719858426206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gsto1:AB008807_at",11.7484444605033,12.0259354556089,11.7609278136198,11.7870046756628,11.4440831063672,11.0693154945401,11.009618704662,12.2357450072662,11.8672787397097,12.201848240309,11.8453724351414,11.7407505171784
