"","GSM6207","GSM6208","GSM6209","GSM6210","GSM6211","GSM6212","GSM6213","GSM6214","GSM6215","GSM6216","GSM6217","GSM6218"
"Tfec:L08812_at",8.85517994681633,8.33136485049545,8.00674683244059,7.97039353791468,8.58571370877817,7.70182625841205,7.84297883178833,7.94719858426206,7.59618975614441,7.81249822533356,8.24697805961472,7.4093909361377
"Ssrp1:L08814_at",11.7562227128473,11.3028102550675,11.4649030615423,10.9769936460824,11.1104180575472,10.3376219019925,9.84611717333673,10.9510661082477,11.08520686731,11.4107693241845,11.2613310016831,11.403012023575
"Gip:L08831_i_at",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"Nrgn:L09119_at",NA,NA,NA,5.61470984411521,7.26584942144085,8.11945993445933,8.35931031689044,NA,NA,NA,NA,NA
"Nrgn:L09119_g_at",NA,NA,7.01234519041983,NA,NA,9.05501122673248,9.38002808338077,NA,NA,NA,NA,NA
"Capn2:L09120_at",11.6681315376892,10.8966351413029,11.3689974617343,10.9132634306288,10.8847810544713,10.9080923408183,10.8363660087167,10.8953480684199,10.6529345786069,11.0008450815672,10.9556499075284,10.8026779120718
"Pnliprp2:L09216_at",6.37677657188298,6.96809075204526,5.67807190511264,5.99095486039699,5.83794324189103,6.63807383718072,6.88752527074159,4,6.74281466986289,7.29001884693262,7.29920801838728,6.82273014794452
"Foxa2:L09647_at",NA,NA,NA,NA,NA,NA,NA,NA,4.4262647547021,NA,NA,4.8073549220576
"Tgfbr2:L09653_s_at",8.34518344718767,NA,NA,NA,NA,5.0703893278914,5.51096191927738,NA,NA,NA,NA,5.15785216914174
"Tcf12:L09656_at",9.73403213956493,7.28725064325462,7.87405920314115,7.63226821549951,6.93428059364002,7.38111029409905,7.45203527354619,6.97384083953315,6.69905184401685,7.17990909001493,7.72314895704758,7.34784279363816
"Htr5a:L10072_at",8.2747275727873,7.76950729143624,7.60954813899943,8.14669594803066,8.17841587438304,7.89663514130291,8.33136485049545,7.55535603863583,7.94251450533924,7.99322146736894,7.84360704649056,7.77676200178623
"Htr5b:L10073_at",5.3110671022556,5.92837032301897,4.98185265328974,6.32192809488736,7.17192735435346,6.33628338786443,6.94602898951548,4.98641093525204,6.07253459972295,5.85049941375812,7.9407540474748,6.24792751344359
"Slc7a1:L10152_s_at",9.46372870653983,8.70804925170222,8.4858293087019,8.65999589242998,8.7045953476324,8.62205181945638,8.76785339346664,8.95128471496697,7.28355142317431,8.67454539384586,8.85299758761332,7.68650052718322
"Gnas:L10326_at",9.7102898632907,9.4882418427773,9.42101285577923,9.3819754785573,9.456149034648,9.08958289312471,9.07868454619464,9.75321674917896,9.86588789225921,9.1009251010569,9.73826118357606,9.38392024862158
"RGD1563962///Rabif:L10336_at",7.90207357931074,6.36457243229586,NA,7.80799883862303,8.3654475885501,8.60917873814198,8.57402579792481,7.75288236627309,7.90929308582382,8.28169825009883,7.72109918870719,8.58007009078113
"Sv2b:L10362_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acvr2b:L10640_s_at",7.5298209465287,8.69557630622205,7.89481776330794,8.16842141085193,8.73063995591679,8.49585502688717,8.72178276845979,6.52199295640167,7.97613447283165,7.86108690599539,8.52042224852645,9.28331990667844
"RGD1560341///Metap2:L10652_at",13.351008221579,13.4658724604003,13.2534043287742,13.0683248458653,12.8956510124162,12.9835636972233,12.8820507198067,13.0546891000863,13.4175097286335,13.254009941498,13.291055555458,13.2189264372263
"RGD1560341///Metap2:L10652_g_at",13.3250946015525,13.4149626504876,13.0571117623532,12.850890038687,12.7972967534686,12.7453802094208,12.7014364286306,13.1374394822433,12.9595492082307,13.3917806060132,13.1628161436717,13.065550770955
"Pygm:L10669_at",7.64601861092535,7.6560672737256,7.48542682717024,7.59768014371589,7.68439798363757,7.6906964439777,7.89663514130291,7.83983364841731,7.87590290312483,7.67807190511264,7.60659028037053,7.60288440871842
"Pygm:L10669_g_at",3.37851162325373,NA,5.38543103719352,3.6667565918848,NA,NA,NA,5.84549005094437,NA,5.14159627838382,NA,5.46923479366766
"Nfasc:L11002_at",9.09855851793841,8.30012372456901,8.62935662007961,8.95681173166275,9.31061278165953,9.13185696060879,9.43483669451678,8.61470984411521,7.25550073314839,8.05093696522523,9.12928301694497,9.02375435329942
"Cdk4:L11007_at",14.5694640343374,14.6820893245065,14.5077389031357,14.1086306294764,13.7967494219023,13.6749535877189,13.5353482872636,14.80641368326,14.6782314961853,14.652055082889,14.5235987090291,14.5530112407676
":L11025_at",NA,NA,3.91647664443772,5.75221336786514,5.68929916053589,5.03121873061072,5.44956137461324,6.4262647547021,4.79701297783614,5.6667565918848,5.7279204545632,6.89360490485829
":L11035_at",8.80992886572143,8.67912817974742,8.86015583462336,8.41320478925258,9.15050890516397,8.97240546478447,9.03039125995948,8.2336196767597,8.15177765473205,8.72655877910498,8.79083718699795,8.20261362014849
"LOC290071:L11035_g_at",NA,NA,-0.15200309344505,NA,NA,NA,3.75488750216347,NA,1.63226821549951,NA,NA,NA
"Slc9a2:L11236cds_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slc9a2:L11236UTR#1_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sec11a:L11319_at",11.5022351148568,11.5055138557294,11.6760893033183,11.668353180473,11.5452541015064,11.4674527141232,11.6241557405686,11.856892344692,12.0565361132933,11.6320409585892,11.4003457965347,11.3327638683131
"Sec11a:L11319_g_at",12.8342142495354,12.9121970057625,12.8330679672157,12.9445107577375,12.7822201556302,12.9436869515971,12.922714469819,13.0397929812426,13.311095492543,12.9968971255123,12.9313838925394,12.737690985937
"Ptprs:L11587_at",7.68929916053589,5.18189764310839,5.88752527074159,6.80992886572143,6.41953889151378,6.85549144310187,6.40087943628218,7.43546191447928,5.1168637576909,4.16992500144231,6.07895134139482,NA
"Pgm1:L11694_at",6.02236781302845,NA,5.58195375084882,7.47897180503294,8.19031854794182,7.83225711437793,7.82017896241519,7.47411151394241,NA,4.16992500144231,5.7279204545632,6.61323695471633
"Cap1:L11930_at",11.1869808346066,9.99633224882505,10.6744571205237,10.8808079483628,11.0197297096249,11.2699448316634,11.286557761608,9.78332568481352,8.39531991094028,10.084011098455,9.39531991094028,10.1359657424273
"Slc25a1:L12016_at",9.56338696616201,11.379811543787,10.7338627196785,11.3731914247879,10.6668453376198,11.158294103604,10.9262959947811,9.43691970822096,10.6733974191544,11.5619084283773,10.5121478585475,11.6628018698076
"PVR:L12025_at",11.6641805879873,10.7396118636428,11.0294942975196,10.9945655822957,11.2620948453702,10.9818526532897,10.6018636229395,11.2555597427008,11.2676645375011,11.2581537764101,10.5409029520106,10.7527987584355
"Tyms:L12138_at",8.54573675349338,8.49864978776841,7.4254257345907,5.85049941375812,5.18982455888002,5.50462039240355,5.77873424411784,8.05528243550119,8.76884595975339,9.20359271420771,8.29462074889163,8.25785923463963
"Arf1:L12380_at",13.7389577858963,13.4802474478008,13.7644465964151,13.4062448730066,13.3906660735658,13.901460891893,13.963049590697,13.4593931940744,13.981032058361,13.5085252158962,13.2989933156499,13.5878595385684
"Arf2:L12381_at",7.73538678289534,8.05799172275918,9.34607044078517,9.1009251010569,9.01290383323064,8.53099149023663,8.55343730575441,8.14108531856233,8.10118781525974,8.26256470208851,8.1261882105221,8.59170933316174
"Arf3:L12382_at",9.72144101907033,8.01625115501275,8.9901039638575,9.1009251010569,9.1550711912457,9.44708322620965,9.46699410907326,8.11374216604919,7.84674402324487,7.94836723158468,8.56947590177766,8.23314029644597
"Arf4:L12383_at",12.9489694456599,12.8145624394619,12.8787981302778,12.6716958540132,12.360270988262,12.5385042142695,12.4457649764322,12.7999696116522,13.1025170722662,12.8017285645879,12.5090574363951,12.7015880416181
"Arf5:L12384_at",11.732761005199,12.4059391933424,12.1285099375083,12.0492359545336,11.9067027324608,11.988258631237,12,11.9659285469532,12.6815678568885,12.3647365645368,12.3250805435543,12.5490385853671
"Dbh:L12407_at",NA,3.12101540096137,4.29278174922785,5.04439411935845,4.84799690655495,4.74953426766926,NA,NA,NA,NA,NA,3.8073549220576
"Pigr:L13025UTR#1_f_at",NA,NA,-0.15200309344505,5.92599941855622,6.01122725542325,5.66959375118833,6.70873904135958,7.95652136333312,5.08321336824898,6.17392693199981,6.21723071622067,6.33985000288462
"Anxa2:L13039_s_at",14.7893502398756,14.7297588040518,14.5915807824839,14.5605358482035,14.2672109725357,14.439499773962,14.4935052380385,14.8534752608579,14.7667721668886,14.5824948482475,14.7060696650166,14.8024406337606
"Calcr:L13040_s_at",4.95419631038687,NA,5.72519581722666,4.35049724708413,5.16188768237689,4.39917109381982,4.39917109381982,5.58796498888268,NA,1.67807190511264,4.67807190511264,NA
"Rasa1:L13151cds_at",9.86866824758828,8.53255073928427,8.29001884693262,8.95594045128948,8.91677518454036,8.92629599478111,9.17192735435346,8.57364718749332,8.82113618574405,8.93310047493137,9.05799172275918,9.09434164963584
"Foxd1:L13192_f_at",NA,NA,NA,NA,4.86294724802092,NA,NA,NA,NA,NA,NA,5.61765111942733
"Foxd1:L13192_i_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxc2:L13193_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxq1:L13201_at",11.8010211976551,11.9939290523755,11.4308706635482,11.4134692661532,12.3421302406977,12.3081968016145,12.4972530840723,11.4266840818496,11.8086826852166,11.6153537606806,12.3123157466901,12.1906889287682
"Foxd3:L13202_f_at",9.1814007617393,9.15405859598329,8.29370154208073,8.67348575733779,8.47370574961942,8.61139372584558,8.59879692486382,8.87988952178056,8.9179687275585,7.91647664443772,9.59114830066745,9.37199439319365
"Foxd3:L13202_i_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxi2:L13205_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxd4:L13206_f_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxe3:L13207_at",3.85798099512757,8.24412594328373,NA,NA,NA,NA,NA,NA,NA,7.18784690943957,NA,6.40429006444484
"Pigr:L13235UTR#1_f_at",4.95884267524324,4.66106547980695,4.12101540096137,5.29278174922785,NA,NA,5.37851162325373,6.18189764310839,6.51254295509686,6.58044701959866,5.58496250072116,-1
"Pigr:L13237UTR#1_f_at",4.04439411935845,7.5438051759644,3.30742852519225,6.54997714277182,6.37677657188298,5.6667565918848,6.76818432477693,5.95652136333312,4.18586654531133,7.13134253912326,5.78920757534734,7.30833903013941
"Camk2d:L13406_s_at",6.89117612475454,-1.73696559416621,5.31831684133498,5.36106648879432,5.456149034648,4.52356195605701,4.06177619758669,3.10433665981474,NA,4.43962313755712,3.27798474729977,4.32912359629157
"Camk2d:L13407_i_at",4.34340782229781,2,5.11270013274936,NA,NA,NA,4.7279204545632,NA,NA,5.74953426766926,1.67807190511264,NA
"St8sia2:L13445_at",7.66106547980695,7.60733031374961,6.53294028837287,7.4966540825935,7.84297883178833,7.76487159073609,7.19672506078603,6.73063995591679,4.77082904603249,6.99661471481536,7.2364926183813,6.91767043436176
"Slc6a9:L13600_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myh2:L13606_at",4.63807383718072,2.40599235967584,NA,5.91647664443772,5.12101540096137,6.2364926183813,NA,NA,NA,4.6724253419715,NA,NA
"Insig1:L13619_at",8.00618579994629,8.51056638944875,10.2730962237263,10.0887882387169,10.0573148777827,9.76702573293054,8.97727992349992,9.04357417330576,7.67948009950545,9.53391370116258,10.3158288505248,11.439155598696
"Insig1:L13619_g_at",7.89965902637744,8.67207169690516,10.1119181135555,9.94324739590155,9.87159726561385,9.60455322907904,9.01652974824349,9.98697970917658,7.82145511910246,9.4254257345907,10.7862696276485,11.3936049686392
"Srsf5:L13635_s_at",12.3588984046816,11.7119250354631,12.3352507683128,11.1020413061732,11.6361714416359,11.9697102819034,12.0940446867803,13.3458071714732,11.5823772356407,12.2694773727559,12.3326240275654,12.5114808876679
"Chm:L13722_at",7.11790278909403,5.44294349584873,4.75488750216347,2.48542682717024,NA,6.00898878322726,NA,6.20163386116965,NA,-3.32192809488736,3.20163386116965,NA
"Pigr:L14001UTR#1_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pigr:L14002UTR#1_s_at",7.77807712953536,7.75755668893945,6.63226821549951,7.73131903102506,6.48058827023386,6.58496250072116,7.42877889133759,7.37503943134692,7.90628934740607,7.25455625190949,7.81570350334807,7.69139457853808
"Pigr:L14003UTR#1_f_at",NA,NA,5.94251450533924,NA,NA,2.26303440583379,NA,NA,NA,5.70043971814109,NA,NA
"Pigr:L14004UTR#1_s_at",6.40087943628218,7.3671963100259,6.52199295640167,5.97498811199193,6.58345891013077,6.63807383718072,6.82781902461732,5.63807383718072,5.97498811199193,7.18685706717715,7.55228483994351,7.49505552836802
"Alx1:L14018_at",4.84799690655495,NA,NA,NA,4.90689059560852,NA,NA,NA,NA,NA,NA,NA
"Mgat5:L14284_at",NA,6.4446008137115,3.71149490665009,6.15987133677839,5.55458885167764,5.79701297783614,6.51884982870769,7.231701199029,NA,4.84297883178833,NA,7.00450139223494
"Plcb1:L14322exon_at",6.88386515450979,4.60880924267552,6.06824086131282,5.74953426766926,6.29094040240368,5.81249822533356,7.32012359804061,6.1106138055009,6.35755200461808,4.84297883178833,7.52669484554198,6.92599941855622
"Plcb1:L14323_at",7.47897180503294,7.54920708935568,6.12101540096137,6.70043971814109,6.48542682717024,6.41447383643093,7.41023933077602,5.53605290024021,7.02347715183043,5.88996019965864,6.83541884047548,7.15987133677839
"Pemt:L14441_at",8.48864353985378,8.32957212576538,8.50620838930674,7.49904859773388,8.38327228317575,7.91468410532839,8.0639343057541,8.27984269352035,7.75688985507462,7.90809234081827,8.37981154378699,7.94192792470872
"Aes:L14462_at",11.1885270322563,11.4859802103328,11.3059477279732,11.1791004567331,10.999083936007,10.8678964639927,10.9959790885479,11.1133514917567,11.0728695104752,11.2772874001304,11.4976522802676,11.5995874554544
"Aes:L14462_g_at",12.2078989506842,12.5302112332999,12.3364228743761,12.0938466775787,12.0202507701656,11.8381402748519,11.9051989459628,12.2877989386552,12.1886506565101,12.3016105086026,12.1734585295842,12.309419508945
"Tle4:L14463_at",8.85829188728283,7.89299809305507,7.93604896367662,8.16691625156997,8.50263293508292,8.06177619758669,8.29278174922785,7.75288236627309,7.14567745519564,7.70528679027247,7.52434581646254,7.72723977748481
"Rorb:L14610_at",NA,5.1168637576909,NA,NA,NA,NA,NA,NA,5.16188768237689,NA,4.86789646399265,5.14974711950468
"Bcl2:L14680_at",4.81762325751143,1.92599941855622,NA,4.24031432933371,NA,NA,4.88752527074159,2,NA,5.01346225980656,5.46923479366766,5.42961596420174
"Bcl2:L14680_g_at",8.14108531856233,7.96173907260414,8.15431181143649,8.23888237384058,8.4757334309664,8.11634396123747,8.46352437327118,7.84737060090548,8.28586454703185,8.02680005934372,8.41405094472604,8.4549161375148
"Gfm1:L14684_at",11.5360043172885,10.814662568904,11.3143000018975,11.0805510773276,11.1815871123078,10.5815772155365,9.89512081866898,10.7574733515602,10.569001128008,10.7413827143698,10.5649116109971,9.93501767792566
"Ctsj:L14776_at",3.67807190511264,4.36457243229586,3.40599235967584,NA,NA,NA,NA,6.74819284958946,5.24031432933371,NA,6.93663793900257,4.7279204545632
"Lyn:L14782_s_at",NA,NA,4.81762325751143,NA,NA,NA,7.34518344718767,NA,6.04657836662033,NA,NA,NA
"Nrxn3:L14851_at",4.88264304936184,NA,4.91647664443772,5.94485844580754,4.80219321694183,5.36457243229586,5.6724253419715,6.14567745519564,2.35049724708413,5.9518675043269,4.5909612413426,5.43295940727611
"Map2k2:L14936_at",8.44169925684027,9.93604896367662,9.51963625284321,9.33360262826828,9.41447383643093,10.6064977495017,9.55708071910529,9.11971929536625,10.483715026886,10.4085420422969,10.3468461130867,10.3639157165387
"Pcsk4:L14937cds#1_s_at",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"Pcsk4:L14937cds#2_s_at",NA,6.07253459972295,7.06608919045777,7.90267658665114,8.93191939010004,8.97871045910636,9.07628116657949,6.22881869049588,7.14974711950468,6.76420813013995,6.45121111183233,8.04494049127973
"Lyn:L14951_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctxn1:L15011_at",8.12308675098106,9.41193462479118,7.79636413813963,6.75087443965685,3.60880924267552,5.58195375084882,8.08001802908917,7.72587745912023,9.35292621305926,7.87159726561385,9.12231034319074,8.74045539698897
"Abcb4:L15079mRNA_s_at",NA,NA,NA,NA,2.13750352374994,5.49505552836802,5.47248777146274,5.53605290024021,4.31469652565629,NA,5.43962313755712,NA
"Gdnf:L15305_s_at",NA,NA,5.58195375084882,NA,3.94485844580754,4.30012372456901,3.93545974780529,6.9692426044345,NA,NA,NA,3.23266075679027
"Pdcl:L15354_s_at",10.0897152929817,10.129669401371,9.8155434084646,10.4538879177857,10.463626543523,10.4814967366181,10.5533413020917,9.7140737580325,9.75421943313514,10.523267898569,10.5800700907811,10.2172307162207
"Cacna1e:L15453_at",7.12101540096137,8.00450139223494,7.14465824283188,8.05093696522523,7.43796008833447,7.27984269352035,8.01402047031493,6.36981542428391,6.63226821549951,6.8814199080924,8.17741953798924,7.34429590791582
"Plcb4:L15556_at",10.1597452215599,9.87498134765377,9.28586454703185,9.25313836969129,10.5693809595223,10.5659588704517,10.7056323873614,9.51569983828404,9.50442176983273,10.0334230015375,10.5710889649004,10.3213644320394
"Csnk2a1:L15618_at",10.1229573786956,9.58871463558226,8.36369674483899,9.4189067312579,8.84297883178833,9.61636504926433,9.92925840863697,7.80477637795583,8.55995061271308,9.01513624379738,7.43879185257826,8.76686014382955
"Srsf11:L15619_at",12.110548559134,11.5443366176411,11.4177997838403,11.8339969211392,11.5277213442845,11.4944056094267,11.664447284548,11.9182669590926,11.4914522920374,11.8521783510579,11.2610371079298,10.969890117492
"Cnp:L16532_at",NA,6.7292808460274,7.91348784071516,9.14644139222216,9.63208641283518,9.49425558654498,9.25668046585039,6.68229237143083,5.70321146739115,4.25550073314839,7.36806987653208,7.27891401949994
"Hspa1b///Hspa1a:L16764_s_at",8.45409362036545,9.26514618231365,8.05365441760314,8.80025280637239,9.11243950678155,8.65105169117893,8.30970371103028,8.81185631429254,8.4148966042115,8.68615031598089,9.00758797231917,8.76785339346664
"Pgr:L16922_at",6.06608919045777,5.59395128394841,6.1168637576909,5.94719858426206,5.97956810009519,5.55151601762801,NA,2.10433665981474,NA,5.70597790168252,6.4110872267986,5.71149490665009
"Srebf1:L16995_at",NA,NA,8.78037572232529,8.77445763956529,8.62314990022045,8.33806779754262,7.88996019965864,NA,NA,5.79960542245267,NA,6.96347412397489
":L17077_at",8.36501007678302,9.31922050252387,8.02070220379104,8.73674015545321,8.50620838930674,8.61654884377899,8.60733031374961,7.91945926911157,9.1093083171837,8.45327063401062,9.44542875923832,8.95303237725324
"Igkv28:L17078_at",1.48542682717024,NA,NA,NA,NA,NA,3.90689059560852,2.56071495447448,NA,NA,NA,NA
"Psmb4:L17127_at",13.9522589337456,13.9955198509057,13.7004505556533,13.6145373176517,13.6038581218428,13.8347179303929,13.8579129785371,14.3107902676708,14.2139319821246,13.7407505171784,13.6248182975895,13.9060638147138
"Psmb4:L17127_g_at",14.0082272610169,14.0083848503192,13.5916976472098,13.6668786158631,13.7914478171123,13.8383766788902,13.6846390555808,13.9993130065426,14.1066365454571,13.9382931441517,13.333225246633,13.4739593656948
"LOC100911154///Hsd3b3///Hsd3b1///Hsd3b6:L17138_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prpmp5:L17318_at",6.80992886572143,7.38111029409905,5.46923479366766,6.90327934205614,6.82145511910246,6.6667565918848,7.06931549454008,6.51884982870769,6.88630626345243,6.79571500650173,5.77346892790519,6.22881869049588
"Canx:L18889_at",12.5215268309561,11.5478103190466,11.9850591978069,12.008323567636,11.7997268290678,11.5909612413426,11.057856379165,10.8025163651212,11.0028853206699,11.3826240265749,11.3388477832952,11.6834771564143
"S100a9:L18948_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slco1a1:L19031_at",NA,2.90689059560852,3.65535182861255,NA,NA,NA,NA,NA,NA,NA,3.08746284125034,3.10433665981474
"Fgfr2:L19107_s_at",8.52630360620646,8.46229776553889,6.90929308582382,8.42961596420174,8.79668859446415,8.53138146051631,9.13955135239879,6.28355142317431,7.33002051583608,7.05419729438881,8.19770815795585,8.27192984397086
"Fgfr2:L19112_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fgfr2:L19112_g_at",8.2128611165929,6.75488750216347,8.03232128705788,7.72246602447109,8.09645162447759,8.04384754043891,8.24982454861618,6.63226821549951,5.93073733756289,5.79701297783614,6.42961596420174,7.03011533090807
"Ptprs:L19180_at",NA,NA,NA,NA,8.61911951145322,NA,8.3671963100259,NA,NA,NA,5.80992886572143,NA
"Ptprs:L19180_g_at",10.4781628927376,10.3676331593982,10.4501802471648,10.2532565797812,10.5859014496908,10.2114016374185,10.3103855676988,9.56738572749703,10.4907506164782,10.4641372862766,10.1089164402179,10.7159619902551
"Apc:L19304_s_at",8.23457795978457,7.73335434061383,7.10747864662662,7.34518344718767,6.99095486039699,7.32553033156756,7.08746284125034,7.52669484554198,7.4749227003798,7.54457811733884,7.46597446450407,6.55458885167764
"Apc:L19306_s_at",NA,5.83794324189103,3.8972404255748,NA,4.26303440583379,5.16591193893569,NA,NA,6.06177619758669,NA,6.89965902637744,7.37677657188298
"Acvr1:L19341_at",6.63807383718072,6.83415498140132,5.7279204545632,6.9413411054853,7.33985000288462,6.30924896081662,5.5298209465287,5.96116025813664,6.07895134139482,6.83415498140132,7.1568415245884,6.86542397831313
"Gipr:L19660_at",4.90207357931074,NA,NA,4.90207357931074,6.71973105674985,7.4245862262511,NA,NA,5.80992886572143,NA,2.84799690655495,NA
"Rala:L19698_at",10.8731364688335,10.7730567646476,10.7267290588385,10.8368393597487,10.7810317910228,10.8911761247545,10.9757763329095,11.1596190953159,11.1927859592511,11.1125046676876,11.076481601207,11.0602230608812
"Ralb:L19699_at",8.99350454301801,9.26561504648446,10.1632722870681,10.2751933339022,9.6667565918848,9.89799667397545,9.9237731513984,8.93132848489379,9.61507783162923,9.43212427264156,10.0014081943928,10.1617617433047
"Ralb:L19699_g_at",10.3242930769445,10.0412484589246,10.7186184934124,10.8263101369243,10.8515148186636,10.9904585650737,11.1322426563846,9.61305273776647,9.82638959142194,9.81746337553189,10.2779847472998,10.1656607514987
"Grin1:L19708_at",NA,NA,NA,4.47248777146274,3.05311133645956,7.84486265583082,NA,NA,NA,NA,NA,5.50143914515887
"Atp5c1:L19927_at",12.286990851632,12.6494133742033,12.5278190679885,12.2896154812325,12.4441866626994,12.3296842363487,12.0266271800442,12.6974454484338,12.7859019631545,12.6624458575807,11.6401545389642,12.0149271019901
"Slc20a2:L19931_at",NA,3.84799690655495,NA,7.32732808262995,7.64673869830785,8.01736520529273,6.80864246791806,NA,4.21723071622067,NA,4.99548451887751,5.35049724708413
"Ptprs:L19933_s_at",10.1789137846696,9.5077946401987,9.80235480007924,9.95898763329821,10.0765484065619,9.8414070971946,10.0465783666203,8.99293833616581,9.53118648855292,9.50501755552812,9.80025280637239,9.76005457443831
"Sult1a1:L19998_at",2.65535182861255,5.90448409790142,3.68929916053589,NA,NA,4.0703893278914,4.0703893278914,NA,NA,5.09169983413681,3.37851162325373,NA
"Sult1a1:L19998_g_at",8.39660478118186,7.96231765494231,7.67454539384587,8.28678875913321,8.194264382992,7.7515440590891,8.40130620600602,8.11997860965488,7.81826260830447,8.16188768237689,8.53255073928427,8.16691625156997
"Coq3:L20427_at",9.61415768679232,10.0683752342502,9.61157815474208,8.97441458980553,8.89905475619441,9.15709425210782,8.84643063233652,10.3259799793944,10.3545799846372,10.0087087298359,9.74819284958946,9.97384083953315
"Gpc2:L20468_at",NA,2.13750352374994,5.67807190511264,NA,2.16992500144231,NA,NA,6.467605550083,5.04001567884788,5.08746284125034,2.84799690655495,5.54843662469604
"Bmp2:L20678_at",6.9413411054853,7.68580001974489,5.15380533607904,6.98413359454098,6.36457243229586,6.62643913669732,7.49585502688717,6.93073733756289,7.14567745519564,6.78135971352466,7.44294349584873,7.55151601762801
"Ets1:L20681_at",9.61783475018439,8.36238221623699,8.26397335480341,8.51491126486135,8.231701199029,7.41616416473313,7.82527683005487,8.11009175192513,7.34961297182452,7.70113315484797,6.99548451887751,7.83099048124926
"Ets1:L20682mRNA#1_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ets1:L20682mRNA#1_g_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stx3:L20820_at",7.87405920314115,6.93663793900257,6.54225804976692,6.84172158112846,NA,NA,NA,4.37851162325373,6.48058827023386,6.08958289312471,5.84549005094437,6.79701297783614
"Stx4:L20821_at",9.89602960297675,10.1487307791732,10.3788367132106,9.89223921920617,9.78790255939143,10.1710516668966,10.0225065270366,10.6737507394381,10.2255689693451,10.6664903219205,10.6676438036715,10.3382906936483
"Stx5:L20822_at",8.86666075081999,9.33784486699425,10.0357613550736,9.81169579189562,9.66657908403581,9.19278595925113,8.94836723158468,9.87067295482459,9.1025006691504,9.49904859773388,9.36172450250739,9.77412814429358
"Stx2:L20823_at",7.4870360800319,7.45450493755737,8.64205169292798,8.60733031374961,8.71046207397916,9.01374139205874,9.25266543245025,5.81762325751143,5.37503943134692,7.66320227857954,7.67595703294175,8.06285565520599
"Syk:L20838_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reg3g:L20869_at",7.47167521439204,6.4643415327611,4.57893871309339,6.93663793900257,6.35579154675365,6.00898878322726,6.62935662007961,6.41278152533848,3.33628338786443,5.59991284218713,6.27426166125705,6.56985560833095
"Ica1:L20900_at",11.1012534863361,11.4031718406135,11.40359793285,10.8907202729289,10.2258099406235,10.6927026709669,10.8974673417219,11.1800956333474,11.1904420187828,11.4475482033974,11.7130427705845,11.7449599416945
"Vegfa:L20913_s_at",9.96664964210534,8.43629511983936,9.19549524650911,9.44604940671655,9.4667902378031,9.50799279898493,9.60843965255159,7.18982455888002,9.01038823531185,8.38456792317383,9.02818234846057,10.067568808829
"Gap43:L21192_at",7.03232128705788,6.76818432477693,6.01346225980656,6.8008998999203,5.73063995591679,6.10223819393074,6.50620838930675,6.56529252058102,NA,6.50937914891469,NA,5.28540221886225
"Slc6a5:L21672_at",8.03011533090807,7.88813438835287,7.76155123244448,7.84297883178833,7.66746640495737,7.50858711208948,7.45285896471381,7.01903466936434,7.61249994573944,8.03782146543497,7.59544398458948,7.61028665708102
"Lgals9///Lgals5:L21711_s_at",NA,NA,6.8814199080924,8.50064273606281,10.018617484425,10.1251551313223,10.8286918704185,5.37851162325373,NA,NA,NA,6.98754825895374
"Mog:L21995_s_at",8.0405637111587,7.87958324961278,6.89481776330794,5.4262647547021,NA,4.63226821549951,NA,NA,6.70321146739115,NA,5.72246602447109,NA
"Saa2:L22190mRNA_at",5.87528859822269,6.53138146051631,5.81506301719287,6.86666075081999,5.91408609701272,5.54843662469604,5.86789646399265,5.94485844580754,4.51727569320958,2.96347412397489,5.91886323727459,6.01569380710515
"Pdk1:L22294_at",9.36850646150769,9.58552594343126,9.76901132109701,9.08347932733184,8.98584193700334,8.71458897559915,8.73267622307331,9.12463831417871,9.54438492081483,9.21018427590764,9.46147944728616,9.05772102287267
"Sult1c3:L22339_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
